timestamp,humidity,temp_envi,temp_water,tds,lux,ppfd,reflect_445,reflect_480,ph,growth_stage
2025-04-13 02:25:00,81.65,22.39,23.04,629.6,620.85,249.62,0.67,0.66,7.03,Seed Sowing
2025-04-13 02:30:00,79.85,24.14,23.35,625.34,539.61,143.08,0.38,0.86,6.23,Seed Sowing
2025-04-13 02:35:00,82.46,23.1,22.1,638.06,675.0,166.08,0.43,0.92,6.51,Seed Sowing
2025-04-13 02:40:00,83.28,23.55,21.95,634.92,303.74,227.82,0.18,0.54,7.56,Seed Sowing
2025-04-13 02:45:00,86.51,23.11,22.31,621.64,512.75,188.77,0.49,0.41,6.5,Seed Sowing
2025-04-13 02:50:00,83.34,22.24,23.1,637.45,750.29,176.45,0.25,0.35,7.26,Seed Sowing
2025-04-13 02:55:00,82.94,22.3,22.6,627.52,430.27,170.03,0.09,0.59,6.68,Seed Sowing
2025-04-13 03:00:00,82.3,24.5,22.16,634.02,486.36,143.36,0.95,0.6,7.45,Seed Sowing
2025-04-13 03:05:00,79.83,22.34,22.63,623.86,745.58,219.77,0.64,0.22,7.12,Seed Sowing
2025-04-13 03:10:00,80.15,22.17,23.74,624.41,560.73,263.64,0.23,0.78,6.45,Seed Sowing
2025-04-13 03:15:00,81.44,23.81,22.43,613.59,796.25,178.61,0.73,0.37,5.89,Seed Sowing
2025-04-13 03:20:00,85.1,23.92,22.35,627.15,564.0,175.51,0.2,0.64,7.09,Seed Sowing
2025-04-13 03:25:00,79.76,22.32,22.67,633.29,366.2,159.75,0.42,0.72,6.81,Seed Sowing
2025-04-13 03:30:00,79.54,22.51,23.49,644.92,509.96,159.97,0.4,0.57,6.51,Seed Sowing
2025-04-13 03:35:00,85.31,22.14,22.46,625.31,419.11,129.35,0.66,0.39,6.08,Seed Sowing
2025-04-13 03:40:00,83.22,24.49,22.76,635.4,667.45,119.81,0.59,0.81,7.33,Seed Sowing
2025-04-13 03:45:00,79.8,24.1,22.92,628.97,786.12,235.84,0.35,0.46,6.5,Seed Sowing
2025-04-13 03:50:00,85.61,22.63,23.58,614.44,777.88,134.22,0.75,0.35,6.82,Seed Sowing
2025-04-13 03:55:00,81.48,23.75,22.58,634.79,346.43,137.06,0.73,0.3,6.92,Seed Sowing
2025-04-13 04:00:00,82.27,22.93,23.12,643.75,398.87,194.19,0.39,0.19,7.25,Seed Sowing
2025-04-13 04:05:00,82.39,24.54,23.16,632.4,828.11,151.3,0.21,0.75,7.41,Seed Sowing
2025-04-13 04:10:00,84.19,23.64,23.91,632.75,693.98,171.81,0.54,0.28,5.52,Seed Sowing
2025-04-13 04:15:00,85.5,24.64,23.17,642.15,731.98,169.13,0.31,0.3,6.23,Seed Sowing
2025-04-13 04:20:00,81.98,23.5,23.04,635.63,468.92,202.05,0.66,0.24,6.17,Seed Sowing
2025-04-13 04:25:00,79.17,23.01,23.66,620.25,760.66,116.53,0.36,0.22,7.2,Seed Sowing
2025-04-13 04:30:00,85.2,24.1,22.73,639.18,398.61,203.64,0.34,0.22,6.65,Seed Sowing
2025-04-13 04:35:00,82.85,23.96,23.09,619.06,674.22,223.51,0.69,0.46,6.29,Seed Sowing
2025-04-13 04:40:00,82.14,23.45,22.68,634.65,644.19,203.11,0.21,0.4,6.62,Seed Sowing
2025-04-13 04:45:00,81.94,24.23,22.39,633.74,579.74,111.64,0.46,0.82,6.19,Seed Sowing
2025-04-13 04:50:00,81.43,22.93,23.23,641.77,620.19,123.7,0.18,0.9,5.56,Seed Sowing
2025-04-13 04:55:00,85.55,22.36,23.96,624.52,718.24,120.55,0.27,0.66,5.87,Seed Sowing
2025-04-13 05:00:00,59.93,29.87,28.54,633.28,399.47,280.34,0.74,0.9,5.75,Seed Sowing
2025-04-13 05:05:00,58.0,32.49,29.26,637.45,285.27,122.41,0.15,0.63,6.17,Seed Sowing
2025-04-13 05:10:00,59.45,31.95,29.42,627.23,823.61,209.3,0.41,0.64,6.33,Seed Sowing
2025-04-13 05:15:00,61.86,30.31,26.65,630.1,726.74,165.89,0.41,0.43,7.47,Seed Sowing
2025-04-13 05:20:00,59.98,27.85,27.05,623.59,328.07,195.4,0.43,0.09,6.87,Seed Sowing
2025-04-13 05:25:00,59.66,31.47,30.09,643.14,500.15,172.99,0.86,0.68,6.57,Seed Sowing
2025-04-13 05:30:00,59.39,32.4,27.47,632.42,777.17,133.25,0.62,0.4,5.9,Seed Sowing
2025-04-13 05:35:00,57.31,29.05,28.87,619.93,464.12,207.55,0.82,0.32,6.62,Seed Sowing
2025-04-13 05:40:00,60.98,29.68,27.1,633.56,593.39,274.96,0.82,0.08,7.09,Seed Sowing
2025-04-13 05:45:00,58.61,28.89,26.24,639.86,471.41,160.83,0.76,0.48,6.95,Seed Sowing
2025-04-13 05:50:00,59.28,30.01,27.98,623.02,358.79,223.54,0.75,0.12,7.39,Seed Sowing
2025-04-13 05:55:00,60.09,30.37,28.64,631.31,582.11,228.77,0.8,0.81,5.79,Seed Sowing
2025-04-13 06:00:00,58.97,28.23,29.12,627.33,17105.6,515.11,0.52,0.19,5.86,Seed Sowing
2025-04-13 06:05:00,59.97,29.23,29.44,645.06,23401.11,764.47,0.21,0.04,5.5,Seed Sowing
2025-04-13 06:10:00,60.68,31.76,28.72,639.52,15181.6,588.05,0.15,0.38,6.49,Seed Sowing
2025-04-13 06:15:00,57.66,31.3,25.42,630.66,21016.92,769.76,0.7,0.6,7.0,Seed Sowing
2025-04-13 06:20:00,59.37,32.08,26.17,632.58,18480.01,788.87,0.43,0.5,5.92,Seed Sowing
2025-04-13 06:25:00,58.68,30.3,28.54,635.56,23656.1,713.11,0.64,0.69,7.33,Seed Sowing
2025-04-13 06:30:00,59.93,28.73,28.22,642.91,17824.55,688.96,0.71,0.83,7.02,Seed Sowing
2025-04-13 06:35:00,58.89,30.31,26.84,620.03,19412.19,531.14,0.51,0.45,6.53,Seed Sowing
2025-04-13 06:40:00,60.48,29.19,29.73,646.06,21613.63,721.17,0.72,0.44,7.05,Seed Sowing
2025-04-13 06:45:00,60.08,28.93,28.46,626.95,20495.07,519.21,0.72,0.59,6.99,Seed Sowing
2025-04-13 06:50:00,58.07,28.8,27.51,622.32,19711.9,591.44,0.27,0.74,7.12,Seed Sowing
2025-04-13 06:55:00,62.48,29.07,28.19,632.22,18230.98,666.2,0.73,0.83,6.08,Seed Sowing
2025-04-13 07:00:00,55.99,32.41,27.13,631.68,18628.4,684.59,0.36,0.54,6.67,Seed Sowing
2025-04-13 07:05:00,57.59,29.48,27.92,622.6,24848.48,563.34,0.4,0.36,5.53,Seed Sowing
2025-04-13 07:10:00,59.44,32.24,29.16,638.44,22158.22,712.73,0.4,0.58,7.17,Seed Sowing
2025-04-13 07:15:00,60.94,29.13,28.01,629.1,21910.53,767.2,0.46,0.27,7.01,Seed Sowing
2025-04-13 07:20:00,55.42,32.96,28.1,625.71,19946.26,747.66,0.6,0.1,7.08,Seed Sowing
2025-04-13 07:25:00,58.94,29.87,27.4,640.73,15765.67,521.48,0.19,0.37,6.94,Seed Sowing
2025-04-13 07:30:00,56.95,29.72,29.77,633.53,24699.22,606.0,0.58,0.33,5.5,Seed Sowing
2025-04-13 07:35:00,56.02,31.96,29.4,632.57,18380.65,735.18,0.21,0.75,7.24,Seed Sowing
2025-04-13 07:40:00,61.35,28.3,27.94,628.6,16250.55,706.01,0.3,0.77,5.8,Seed Sowing
2025-04-13 07:45:00,57.35,31.81,28.65,626.85,23358.67,820.38,0.51,0.55,7.33,Seed Sowing
2025-04-13 07:50:00,59.9,31.46,26.38,614.87,18425.92,761.16,0.49,0.55,6.3,Seed Sowing
2025-04-13 07:55:00,55.65,28.55,26.51,634.42,20878.83,748.9,0.29,0.43,6.78,Seed Sowing
2025-04-13 08:00:00,59.67,30.58,28.15,618.4,23051.41,612.73,0.85,0.91,6.06,Seed Sowing
2025-04-13 08:05:00,55.06,32.39,28.67,637.89,18071.79,569.49,0.42,0.16,6.92,Seed Sowing
2025-04-13 08:10:00,57.85,32.72,26.7,642.7,16611.91,540.61,0.47,0.37,6.48,Seed Sowing
2025-04-13 08:15:00,58.09,29.21,27.87,637.0,22176.79,615.2,0.14,0.3,6.15,Seed Sowing
2025-04-13 08:20:00,60.34,31.97,30.25,625.07,16607.77,584.35,0.85,0.55,6.18,Seed Sowing
2025-04-13 08:25:00,59.53,29.17,29.09,631.19,21559.76,625.74,0.46,0.17,7.03,Seed Sowing
2025-04-13 08:30:00,58.13,32.17,28.26,631.92,22613.02,650.82,0.8,0.77,5.45,Seed Sowing
2025-04-13 08:35:00,61.76,33.35,27.51,642.16,16113.89,623.84,0.6,0.75,7.53,Seed Sowing
2025-04-13 08:40:00,56.98,29.48,27.64,624.05,16256.15,590.31,0.8,0.59,6.02,Seed Sowing
2025-04-13 08:45:00,60.03,31.14,25.89,641.69,22112.05,777.55,0.85,0.76,6.94,Seed Sowing
2025-04-13 08:50:00,58.78,32.82,30.11,625.8,21811.45,705.87,0.44,0.37,6.56,Seed Sowing
2025-04-13 08:55:00,59.27,30.2,27.71,643.51,21736.52,733.78,0.45,0.86,6.13,Seed Sowing
2025-04-13 09:00:00,58.01,29.62,26.22,646.12,24307.51,659.08,0.53,0.24,6.96,Seed Sowing
2025-04-13 09:05:00,56.36,29.82,29.81,636.42,15954.58,674.35,0.88,0.46,6.13,Seed Sowing
2025-04-13 09:10:00,59.34,29.19,26.25,634.47,23499.61,672.74,0.25,0.66,6.57,Seed Sowing
2025-04-13 09:15:00,58.78,29.98,28.01,631.76,16941.82,697.15,0.52,0.42,6.11,Seed Sowing
2025-04-13 09:20:00,58.53,28.59,26.07,626.5,19764.97,743.17,0.81,0.63,6.22,Seed Sowing
2025-04-13 09:25:00,55.06,31.87,29.87,624.77,22738.96,591.9,0.75,0.27,6.74,Seed Sowing
2025-04-13 09:30:00,60.9,29.59,26.73,631.04,21783.63,758.22,0.68,0.48,7.29,Seed Sowing
2025-04-13 09:35:00,58.19,29.2,29.14,635.02,21082.07,662.97,0.41,0.9,6.46,Seed Sowing
2025-04-13 09:40:00,59.74,30.94,25.93,632.5,15674.4,779.96,0.26,0.85,6.12,Seed Sowing
2025-04-13 09:45:00,57.56,28.98,26.12,646.57,21559.92,658.88,0.74,0.44,5.85,Seed Sowing
2025-04-13 09:50:00,54.81,29.5,28.3,632.12,24245.29,497.66,0.39,0.22,6.78,Seed Sowing
2025-04-13 09:55:00,58.39,30.97,27.9,631.33,18490.55,618.24,0.33,0.13,5.72,Seed Sowing
2025-04-13 10:00:00,58.69,29.88,29.04,628.96,18969.28,628.9,0.25,0.59,5.46,Seed Sowing
2025-04-13 10:05:00,57.58,32.86,28.22,631.85,20171.78,709.89,0.13,0.6,7.21,Seed Sowing
2025-04-13 10:10:00,56.11,29.12,26.65,628.54,16497.1,601.71,0.43,0.86,7.6,Seed Sowing
2025-04-13 10:15:00,63.45,31.52,25.97,634.01,20601.89,634.97,0.37,0.47,6.0,Seed Sowing
2025-04-13 10:20:00,60.77,31.37,27.95,637.53,17032.0,554.29,0.37,0.18,7.74,Seed Sowing
2025-04-13 10:25:00,60.93,31.36,27.07,622.61,15859.35,634.99,0.54,0.08,6.01,Seed Sowing
2025-04-13 10:30:00,58.99,31.49,28.59,627.35,18232.76,609.35,0.22,0.12,6.48,Seed Sowing
2025-04-13 10:35:00,59.12,28.16,28.48,622.75,22214.06,770.6,0.5,0.12,5.82,Seed Sowing
2025-04-13 10:40:00,62.38,28.98,26.56,627.49,19503.55,578.62,0.46,0.78,5.52,Seed Sowing
2025-04-13 10:45:00,60.46,32.0,28.56,631.84,16462.85,590.06,0.84,0.23,5.86,Seed Sowing
2025-04-13 10:50:00,57.8,28.08,28.67,625.33,15367.06,784.05,0.72,0.5,6.36,Seed Sowing
2025-04-13 10:55:00,58.95,30.53,27.18,638.6,22337.32,523.32,0.61,0.43,7.31,Seed Sowing
2025-04-13 11:00:00,56.63,29.08,27.37,612.9,15751.4,782.6,0.72,0.58,6.33,Seed Sowing
2025-04-13 11:05:00,57.01,28.7,29.69,626.58,14789.36,730.27,0.29,0.47,6.85,Seed Sowing
2025-04-13 11:10:00,60.46,31.34,28.5,647.27,17796.57,597.79,0.39,0.69,6.39,Seed Sowing
2025-04-13 11:15:00,57.77,32.32,27.51,630.6,21942.24,659.46,0.1,0.18,7.02,Seed Sowing
2025-04-13 11:20:00,57.13,29.06,26.12,626.07,16009.19,574.07,0.3,0.85,6.83,Seed Sowing
2025-04-13 11:25:00,57.81,30.23,26.53,624.38,23302.57,647.29,0.18,0.25,6.41,Seed Sowing
2025-04-13 11:30:00,58.8,29.63,29.56,627.27,20251.97,504.87,0.3,0.67,6.58,Seed Sowing
2025-04-13 11:35:00,58.86,30.67,29.17,626.56,15768.87,666.19,0.67,0.24,7.06,Seed Sowing
2025-04-13 11:40:00,57.84,32.08,29.33,636.69,18618.74,657.56,0.43,0.34,6.73,Seed Sowing
2025-04-13 11:45:00,60.1,32.09,26.31,623.44,23611.83,499.4,0.67,0.44,7.35,Seed Sowing
2025-04-13 11:50:00,58.83,28.22,29.61,629.38,24870.26,763.78,0.58,0.88,6.56,Seed Sowing
2025-04-13 11:55:00,61.77,29.4,30.0,617.15,23086.37,580.32,0.57,0.37,6.82,Seed Sowing
2025-04-13 12:00:00,46.7,36.66,33.57,634.89,14390.18,359.57,0.5,0.54,5.64,Seed Sowing
2025-04-13 12:05:00,50.46,37.19,33.44,640.01,13068.13,380.01,0.84,0.17,5.37,Seed Sowing
2025-04-13 12:10:00,48.59,36.71,33.62,616.65,9992.59,336.51,0.84,0.58,6.21,Seed Sowing
2025-04-13 12:15:00,42.56,37.06,32.28,616.41,12039.87,305.8,0.26,0.52,7.5,Seed Sowing
2025-04-13 12:20:00,53.49,36.96,31.44,637.53,11427.65,449.47,0.17,0.3,6.2,Seed Sowing
2025-04-13 12:25:00,48.57,38.31,32.52,626.54,10425.03,306.1,0.36,0.39,7.61,Seed Sowing
2025-04-13 12:30:00,52.47,35.86,33.76,630.81,10338.86,414.83,0.52,0.63,6.05,Seed Sowing
2025-04-13 12:35:00,50.83,37.19,32.7,635.94,12866.56,461.65,0.76,0.2,6.73,Seed Sowing
2025-04-13 12:40:00,45.67,36.44,34.26,630.72,12106.51,451.73,0.32,0.56,7.03,Seed Sowing
2025-04-13 12:45:00,51.98,37.14,33.13,629.14,13482.41,408.94,0.31,0.43,7.31,Seed Sowing
2025-04-13 12:50:00,51.31,36.54,33.55,637.3,12254.76,496.1,0.29,0.29,5.91,Seed Sowing
2025-04-13 12:55:00,48.69,36.77,32.9,629.27,11387.66,470.74,0.88,0.56,7.28,Seed Sowing
2025-04-13 13:00:00,50.34,36.23,33.44,638.25,9336.15,386.52,0.55,0.83,6.53,Seed Sowing
2025-04-13 13:05:00,54.99,36.63,32.91,625.81,8447.4,293.86,0.25,0.3,7.19,Seed Sowing
2025-04-13 13:10:00,50.38,36.58,32.26,637.26,6124.75,283.5,0.28,0.29,5.62,Seed Sowing
2025-04-13 13:15:00,50.41,38.41,33.42,622.34,7089.7,212.46,0.17,0.8,5.96,Seed Sowing
2025-04-13 13:20:00,49.62,37.37,33.3,654.86,8939.85,304.02,0.57,0.22,5.85,Seed Sowing
2025-04-13 13:25:00,53.18,35.91,33.38,628.09,7632.52,267.94,0.42,0.21,6.78,Seed Sowing
2025-04-13 13:30:00,54.06,36.38,35.32,618.04,10050.14,259.77,0.73,0.29,5.99,Seed Sowing
2025-04-13 13:35:00,42.82,37.76,34.19,628.15,9733.97,215.82,0.27,0.67,5.95,Seed Sowing
2025-04-13 13:40:00,49.15,36.79,33.39,626.21,8224.19,313.48,0.39,0.35,6.32,Seed Sowing
2025-04-13 13:45:00,52.33,36.54,33.31,637.87,10145.21,140.84,0.85,0.59,6.24,Seed Sowing
2025-04-13 13:50:00,45.33,37.84,32.6,635.41,9552.07,328.7,0.86,0.25,6.32,Seed Sowing
2025-04-13 13:55:00,50.39,36.62,33.49,642.72,5610.74,248.8,0.37,0.76,7.34,Seed Sowing
2025-04-13 14:00:00,46.93,38.08,33.74,642.41,6531.42,355.75,0.32,0.19,6.58,Seed Sowing
2025-04-13 14:05:00,44.02,37.7,33.91,634.17,5372.72,374.31,0.35,0.54,6.79,Seed Sowing
2025-04-13 14:10:00,49.36,37.61,33.83,621.73,5535.58,213.08,0.54,0.75,7.25,Seed Sowing
2025-04-13 14:15:00,51.6,37.13,33.67,605.75,5531.22,388.02,0.61,0.39,7.19,Seed Sowing
2025-04-13 14:20:00,52.4,37.41,32.84,637.49,8806.0,168.12,0.36,0.39,6.49,Seed Sowing
2025-04-13 14:25:00,53.32,37.24,33.67,638.49,9276.45,307.69,0.68,0.64,7.18,Seed Sowing
2025-04-13 14:30:00,44.2,37.44,32.78,629.47,5353.29,310.64,0.87,0.81,5.53,Seed Sowing
2025-04-13 14:35:00,51.67,37.41,32.78,626.42,7276.11,137.9,0.66,0.33,5.97,Seed Sowing
2025-04-13 14:40:00,47.52,37.42,31.76,649.55,8321.53,280.42,0.54,0.35,7.18,Seed Sowing
2025-04-13 14:45:00,51.48,37.25,33.57,635.56,6958.33,383.21,0.21,0.27,5.87,Seed Sowing
2025-04-13 14:50:00,51.92,37.45,33.41,619.33,7105.18,308.09,0.31,0.2,6.78,Seed Sowing
2025-04-13 14:55:00,48.17,38.2,32.01,645.66,6431.32,243.23,0.81,0.63,5.83,Seed Sowing
2025-04-13 15:00:00,47.53,38.0,33.96,636.85,9305.86,187.44,0.51,0.51,5.87,Seed Sowing
2025-04-13 15:05:00,48.15,37.74,33.02,631.06,5367.26,209.2,0.67,0.83,6.12,Seed Sowing
2025-04-13 15:10:00,49.09,37.38,32.42,617.25,6525.6,304.7,0.17,0.12,6.11,Seed Sowing
2025-04-13 15:15:00,51.75,37.74,32.76,635.97,7125.16,362.85,0.85,0.31,6.76,Seed Sowing
2025-04-13 15:20:00,47.34,37.95,34.04,639.69,5092.16,177.97,0.41,0.49,6.94,Seed Sowing
2025-04-13 15:25:00,48.63,37.31,33.85,625.26,9800.48,284.0,0.5,0.77,6.32,Seed Sowing
2025-04-13 15:30:00,44.77,37.94,32.45,630.91,9136.13,341.77,0.54,0.42,5.8,Seed Sowing
2025-04-13 15:35:00,50.23,37.57,32.05,636.56,5482.14,262.83,0.59,0.43,6.84,Seed Sowing
2025-04-13 15:40:00,46.61,37.35,33.25,629.92,5334.7,364.09,0.42,0.49,6.23,Seed Sowing
2025-04-13 15:45:00,45.78,38.22,33.51,624.72,9730.04,376.88,0.62,0.49,7.43,Seed Sowing
2025-04-13 15:50:00,50.07,36.98,33.66,618.01,6181.19,358.15,0.36,0.92,7.38,Seed Sowing
2025-04-13 15:55:00,45.9,37.35,32.7,637.9,6694.94,162.2,0.7,0.61,6.77,Seed Sowing
2025-04-13 16:00:00,46.52,31.17,30.33,618.3,6218.68,297.88,0.44,0.56,6.24,Seed Sowing
2025-04-13 16:05:00,47.55,30.28,28.43,635.2,5650.4,172.89,0.18,0.42,6.34,Seed Sowing
2025-04-13 16:10:00,46.64,34.13,28.34,630.36,9746.83,380.02,0.57,0.42,7.33,Seed Sowing
2025-04-13 16:15:00,47.46,31.34,29.2,626.06,9242.81,281.56,0.36,0.44,6.29,Seed Sowing
2025-04-13 16:20:00,50.64,30.83,31.04,624.66,9495.67,364.81,0.75,0.57,6.43,Seed Sowing
2025-04-13 16:25:00,47.22,30.53,29.31,635.77,5396.4,200.3,0.47,0.22,6.05,Seed Sowing
2025-04-13 16:30:00,49.36,30.81,31.87,643.49,7982.74,171.41,0.26,0.65,5.92,Seed Sowing
2025-04-13 16:35:00,48.43,33.49,28.5,622.06,9482.64,364.78,0.15,0.77,5.59,Seed Sowing
2025-04-13 16:40:00,52.29,34.21,30.66,628.09,7769.66,186.39,0.72,0.56,6.18,Seed Sowing
2025-04-13 16:45:00,49.01,33.37,31.58,630.52,6518.33,363.75,0.19,0.8,5.83,Seed Sowing
2025-04-13 16:50:00,50.44,30.99,31.91,636.27,4889.32,320.31,0.88,0.13,5.85,Seed Sowing
2025-04-13 16:55:00,51.55,29.77,28.74,635.93,10331.47,335.59,0.84,0.23,6.62,Seed Sowing
2025-04-13 17:00:00,50.89,30.78,28.69,633.05,6162.26,286.51,0.61,0.68,5.58,Seed Sowing
2025-04-13 17:05:00,52.69,31.77,28.7,638.68,5687.19,381.88,0.41,0.71,7.09,Seed Sowing
2025-04-13 17:10:00,51.14,32.91,30.23,629.61,7349.13,230.65,0.15,0.29,6.98,Seed Sowing
2025-04-13 17:15:00,53.02,32.5,30.69,621.65,10275.71,184.68,0.34,0.18,5.97,Seed Sowing
2025-04-13 17:20:00,52.95,33.96,29.23,631.53,7550.25,367.45,0.61,0.81,6.35,Seed Sowing
2025-04-13 17:25:00,48.71,32.78,30.37,624.01,8134.6,145.0,0.23,0.49,7.27,Seed Sowing
2025-04-13 17:30:00,50.47,33.4,28.82,640.75,7198.84,325.76,0.37,0.39,6.7,Seed Sowing
2025-04-13 17:35:00,47.13,30.33,31.48,638.02,7738.79,264.35,0.48,0.81,5.76,Seed Sowing
2025-04-13 17:40:00,48.32,29.81,32.14,623.91,7472.12,328.1,0.42,0.9,6.48,Seed Sowing
2025-04-13 17:45:00,46.21,30.7,31.33,616.38,5299.04,343.68,0.63,0.18,5.61,Seed Sowing
2025-04-13 17:50:00,52.51,31.88,29.23,607.35,5774.09,131.92,0.21,0.52,6.08,Seed Sowing
2025-04-13 17:55:00,54.95,33.8,31.0,620.61,5985.74,160.47,0.68,0.17,5.89,Seed Sowing
2025-04-13 18:00:00,68.82,30.1,30.85,631.95,439.15,192.87,0.45,0.71,6.42,Seed Sowing
2025-04-13 18:05:00,68.18,26.29,28.21,642.93,499.35,179.61,0.82,0.36,6.54,Seed Sowing
2025-04-13 18:10:00,64.44,25.91,31.12,627.82,707.11,174.67,0.68,0.39,7.39,Seed Sowing
2025-04-13 18:15:00,69.72,26.04,29.28,634.18,696.35,173.47,0.38,0.69,7.24,Seed Sowing
2025-04-13 18:20:00,60.09,28.59,29.38,631.1,384.04,213.6,0.52,0.14,7.27,Seed Sowing
2025-04-13 18:25:00,58.52,27.1,29.93,632.46,391.47,245.38,0.36,0.51,6.92,Seed Sowing
2025-04-13 18:30:00,69.31,29.68,31.44,628.63,418.46,209.5,0.7,0.85,6.26,Seed Sowing
2025-04-13 18:35:00,67.3,27.58,28.38,639.22,785.06,246.28,0.37,0.85,6.49,Seed Sowing
2025-04-13 18:40:00,66.84,28.94,31.88,618.98,555.83,173.77,0.8,0.43,7.33,Seed Sowing
2025-04-13 18:45:00,63.68,27.39,28.34,627.09,519.68,246.74,0.46,0.68,5.91,Seed Sowing
2025-04-13 18:50:00,64.2,28.84,29.79,635.14,687.31,172.06,0.78,0.62,6.96,Seed Sowing
2025-04-13 18:55:00,71.38,26.03,28.92,634.41,303.91,178.2,0.65,0.53,6.26,Seed Sowing
2025-04-13 19:00:00,56.67,28.01,31.43,629.7,593.68,152.95,0.87,0.53,6.14,Seed Sowing
2025-04-13 19:05:00,63.0,30.41,29.9,633.54,661.24,145.33,0.76,0.46,5.71,Seed Sowing
2025-04-13 19:10:00,65.84,25.49,31.08,625.83,557.13,260.55,0.51,0.73,5.79,Seed Sowing
2025-04-13 19:15:00,71.34,29.04,31.16,635.53,456.85,110.51,0.69,0.2,6.73,Seed Sowing
2025-04-13 19:20:00,60.47,28.18,31.09,633.82,450.5,150.09,0.65,0.49,6.92,Seed Sowing
2025-04-13 19:25:00,62.37,25.86,28.04,623.91,561.39,164.91,0.32,0.7,5.59,Seed Sowing
2025-04-13 19:30:00,67.79,27.84,30.92,630.5,605.63,122.22,0.23,0.58,6.44,Seed Sowing
2025-04-13 19:35:00,62.51,27.25,29.9,643.19,594.32,157.18,0.11,0.6,7.02,Seed Sowing
2025-04-13 19:40:00,64.18,27.58,29.5,641.86,315.59,100.89,0.62,0.7,6.08,Seed Sowing
2025-04-13 19:45:00,68.13,30.18,29.37,635.28,354.21,236.3,0.32,0.53,6.41,Seed Sowing
2025-04-13 19:50:00,66.43,29.84,29.75,630.42,487.3,158.67,0.42,0.43,5.74,Seed Sowing
2025-04-13 19:55:00,62.46,29.91,30.83,637.49,610.93,238.69,0.47,0.1,6.18,Seed Sowing
2025-04-13 20:00:00,64.8,28.88,29.15,647.52,247.42,179.95,0.57,0.49,5.49,Seed Sowing
