batch_id,timestamp,day_number,humidity,temp_envi,temp_water,tds,lux,ppfd,reflect_445,reflect_480,ph,growth_stage,yield_prediction
Batch_001,2025-04-13 01:45:00,1,82.86,23.62,22.66,674.7,628.13,219.49,0.21,0.43,6.01,Seed Sowing,273.07
Batch_001,2025-04-13 01:50:00,1,87.07,23.21,22.03,693.7,769.22,108.58,0.9,0.76,6.44,Seed Sowing,270.39
Batch_001,2025-04-13 01:55:00,1,79.41,24.87,19.79,637.96,504.48,122.64,0.83,0.78,6.29,Seed Sowing,272.24
Batch_001,2025-04-13 02:00:00,1,80.42,23.45,21.77,637.2,329.14,182.13,0.77,0.78,6.79,Seed Sowing,280.63
Batch_001,2025-04-13 02:05:00,1,81.72,23.02,23.32,595.86,513.1,231.91,0.52,0.38,7.05,Seed Sowing,277.81
Batch_001,2025-04-13 02:10:00,1,83.49,24.03,23.93,692.69,573.07,184.07,0.89,0.55,6.01,Seed Sowing,277.23
Batch_001,2025-04-13 02:15:00,1,83.76,25.11,22.75,611.5,799.37,232.68,0.67,0.94,7.04,Seed Sowing,286.98
Batch_001,2025-04-13 02:20:00,1,79.5,22.36,20.29,617.39,433.74,242.24,0.91,0.37,7.48,Seed Sowing,294.2
Batch_001,2025-04-13 02:25:00,1,85.63,23.41,21.09,660.72,716.18,219.24,0.43,0.55,6.02,Seed Sowing,271.55
Batch_001,2025-04-13 02:30:00,1,83.76,23.17,21.26,630.25,434.54,111.98,0.72,0.34,6.69,Seed Sowing,276.66
Batch_001,2025-04-13 02:35:00,1,78.74,22.29,22.76,614.87,398.26,118.55,0.24,0.72,6.12,Seed Sowing,274.03
Batch_001,2025-04-13 02:40:00,1,83.11,26.06,21.81,715.73,728.04,185.4,0.74,0.75,7.21,Seed Sowing,272.14
Batch_001,2025-04-13 02:45:00,1,84.26,22.09,21.1,649.79,536.71,157.08,0.35,0.21,7.07,Seed Sowing,284.49
Batch_001,2025-04-13 02:50:00,1,83.53,24.65,19.86,648.22,422.58,243.76,0.15,0.59,6.05,Seed Sowing,281.3
Batch_001,2025-04-13 02:55:00,1,84.4,22.94,23.17,669.77,838.19,248.89,0.23,0.82,7.18,Seed Sowing,290.49
Batch_001,2025-04-13 03:00:00,1,83.12,21.64,22.34,655.44,632.72,271.71,0.44,0.3,6.5,Seed Sowing,279.03
Batch_001,2025-04-13 03:05:00,1,81.56,21.58,21.85,590.99,420.19,93.66,0.78,0.12,6.74,Seed Sowing,269.48
Batch_001,2025-04-13 03:10:00,1,83.82,24.68,22.47,674.32,485.45,189.87,0.64,0.56,7.61,Seed Sowing,284.3
Batch_001,2025-04-13 03:15:00,1,82.29,22.73,23.18,595.24,617.63,122.78,0.67,0.18,7.53,Seed Sowing,269.48
Batch_001,2025-04-13 03:20:00,1,78.83,26.32,21.49,638.51,647.54,245.43,0.49,0.14,7.17,Seed Sowing,285.85
Batch_001,2025-04-13 03:25:00,1,81.8,22.17,22.25,588.69,401.8,104.58,0.65,0.23,5.81,Seed Sowing,275.15
Batch_001,2025-04-13 03:30:00,1,83.63,22.72,23.83,669.63,769.8,99.62,0.64,0.65,6.4,Seed Sowing,264.88
Batch_001,2025-04-13 03:35:00,1,82.59,24.45,22.94,565.14,327.44,217.94,0.48,0.2,6.58,Seed Sowing,275.25
Batch_001,2025-04-13 03:40:00,1,81.53,22.17,21.84,625.87,415.39,137.06,0.15,0.49,6.43,Seed Sowing,282.05
Batch_001,2025-04-13 03:45:00,1,83.05,24.9,23.83,602.07,389.54,199.33,0.69,0.86,7.1,Seed Sowing,276.59
Batch_001,2025-04-13 03:50:00,1,83.01,23.88,20.29,601.93,246.37,196.73,0.77,0.51,7.06,Seed Sowing,282.73
Batch_001,2025-04-13 03:55:00,1,84.62,24.26,20.17,715.66,745.02,72.96,0.66,0.39,7.15,Seed Sowing,255.22
Batch_001,2025-04-13 04:00:00,1,62.6,23.22,19.91,664.19,755.06,241.55,0.73,0.47,6.0,Seed Sowing,291.48
Batch_001,2025-04-13 04:05:00,1,54.75,21.8,22.2,580.9,800.18,260.86,0.31,0.79,5.59,Seed Sowing,286.3
Batch_001,2025-04-13 04:10:00,1,63.9,23.98,22.73,548.77,817.95,137.86,0.6,0.81,7.52,Seed Sowing,266.63
Batch_001,2025-04-13 04:15:00,1,57.15,24.37,23.37,684.22,353.42,101.97,0.78,0.88,6.22,Seed Sowing,274.04
Batch_001,2025-04-13 04:20:00,1,65.07,24.29,21.25,707.5,414.74,126.37,0.53,0.12,6.93,Seed Sowing,266.38
Batch_001,2025-04-13 04:25:00,1,58.46,25.89,23.18,673.13,734.2,226.97,0.76,0.15,7.07,Seed Sowing,274.74
Batch_001,2025-04-13 04:30:00,1,59.74,26.29,23.69,730.37,651.6,172.17,0.86,0.78,5.83,Seed Sowing,276.08
Batch_001,2025-04-13 04:35:00,1,59.71,23.58,22.43,624.67,730.22,191.28,0.41,0.83,6.66,Seed Sowing,291.94
Batch_001,2025-04-13 04:40:00,1,56.6,24.53,21.09,665.22,613.31,132.69,0.43,0.18,7.33,Seed Sowing,266.99
Batch_001,2025-04-13 04:45:00,1,61.81,22.37,22.25,587.09,531.71,239.23,0.36,0.75,7.4,Seed Sowing,281.58
Batch_001,2025-04-13 04:50:00,1,59.07,23.14,21.0,700.35,417.18,176.51,0.23,0.53,6.54,Seed Sowing,267.1
Batch_001,2025-04-13 04:55:00,1,58.51,23.91,23.03,588.41,660.02,149.75,0.46,0.55,6.95,Seed Sowing,279.6
Batch_001,2025-04-13 05:00:00,1,58.16,22.51,20.38,651.52,579.84,167.56,0.45,0.24,6.76,Seed Sowing,274.64
Batch_001,2025-04-13 05:05:00,1,60.62,23.06,23.0,631.54,726.87,153.17,0.61,0.81,6.05,Seed Sowing,270.06
Batch_001,2025-04-13 05:10:00,1,59.67,24.71,20.71,622.8,408.03,220.82,0.79,0.22,6.22,Seed Sowing,291.8
Batch_001,2025-04-13 05:15:00,1,58.11,22.83,21.9,648.64,439.95,135.22,0.62,0.14,5.8,Seed Sowing,266.97
Batch_001,2025-04-13 05:20:00,1,61.13,24.34,20.53,619.98,542.55,194.4,0.62,0.83,7.16,Seed Sowing,279.09
Batch_001,2025-04-13 05:25:00,1,57.97,22.83,22.18,686.61,430.21,150.76,0.24,0.81,7.25,Seed Sowing,273.95
Batch_001,2025-04-13 05:30:00,1,63.17,22.5,20.01,586.51,410.3,99.92,0.53,0.77,6.05,Seed Sowing,267.41
Batch_001,2025-04-13 05:35:00,1,55.35,23.15,20.76,691.76,584.29,168.87,0.28,0.27,5.63,Seed Sowing,263.06
Batch_001,2025-04-13 05:40:00,1,58.39,24.87,21.19,600.02,600.73,183.64,0.82,0.76,5.89,Seed Sowing,280.82
Batch_001,2025-04-13 05:45:00,1,55.95,24.78,22.97,679.45,264.99,160.31,0.16,0.23,5.87,Seed Sowing,275.77
Batch_001,2025-04-13 05:50:00,1,56.97,24.17,20.12,557.88,282.09,257.61,0.42,0.81,7.14,Seed Sowing,276.99
Batch_001,2025-04-13 05:55:00,1,56.43,23.96,20.27,702.4,430.92,152.74,0.22,0.39,6.81,Seed Sowing,270.59
Batch_001,2025-04-13 06:00:00,1,60.82,28.07,24.45,594.53,25123.7,576.09,0.81,0.47,5.56,Seed Sowing,317.17
Batch_001,2025-04-13 06:05:00,1,61.92,30.59,26.42,546.23,21133.5,528.04,0.3,0.39,6.95,Seed Sowing,317.38
Batch_001,2025-04-13 06:10:00,1,58.2,28.54,26.03,643.84,21306.11,744.22,0.36,0.44,5.54,Seed Sowing,344.79
Batch_001,2025-04-13 06:15:00,1,57.11,28.46,27.97,671.88,16720.97,536.15,0.68,0.36,7.13,Seed Sowing,316.98
Batch_001,2025-04-13 06:20:00,1,57.51,26.28,26.28,557.12,18588.81,753.01,0.69,0.45,6.03,Seed Sowing,324.15
Batch_001,2025-04-13 06:25:00,1,61.44,27.17,24.48,581.87,17853.6,527.8,0.52,0.38,6.9,Seed Sowing,314.06
Batch_001,2025-04-13 06:30:00,1,58.67,30.99,24.38,627.25,24027.07,533.89,0.33,0.37,5.59,Seed Sowing,321.24
Batch_001,2025-04-13 06:35:00,1,57.16,29.52,26.92,625.02,24703.32,612.71,0.15,0.62,6.16,Seed Sowing,334.53
Batch_001,2025-04-13 06:40:00,1,58.52,28.41,27.29,552.34,16881.68,817.83,0.19,0.83,5.7,Seed Sowing,328.52
Batch_001,2025-04-13 06:45:00,1,56.38,29.68,25.87,615.76,24428.24,638.25,0.8,0.74,7.12,Seed Sowing,321.4
Batch_001,2025-04-13 06:50:00,1,56.71,30.59,25.54,674.48,19484.23,551.17,0.29,0.29,7.38,Seed Sowing,320.38
Batch_001,2025-04-13 06:55:00,1,64.66,29.22,25.08,706.09,15116.51,587.61,0.12,0.74,6.3,Seed Sowing,316.31
Batch_001,2025-04-13 07:00:00,1,56.76,28.53,27.08,694.81,17138.54,592.08,0.64,0.14,6.79,Seed Sowing,310.58
Batch_001,2025-04-13 07:05:00,1,58.64,26.97,27.29,656.58,18863.36,635.74,0.12,0.76,7.13,Seed Sowing,320.93
Batch_001,2025-04-13 07:10:00,1,59.97,32.18,24.28,554.11,23703.43,733.79,0.51,0.38,5.86,Seed Sowing,329.29
Batch_001,2025-04-13 07:15:00,1,61.57,28.32,25.04,564.78,22744.64,633.47,0.46,0.7,5.87,Seed Sowing,333.15
Batch_001,2025-04-13 07:20:00,1,59.11,27.63,28.04,650.64,22896.66,600.56,0.72,0.15,6.37,Seed Sowing,322.37
Batch_001,2025-04-13 07:25:00,1,59.6,30.89,26.31,624.59,19820.38,539.35,0.84,0.78,5.53,Seed Sowing,322.56
Batch_001,2025-04-13 07:30:00,1,58.24,27.66,25.7,707.52,17348.95,676.98,0.9,0.81,6.23,Seed Sowing,320.65
Batch_001,2025-04-13 07:35:00,1,57.55,26.07,25.59,675.29,21018.22,707.62,0.89,0.37,6.85,Seed Sowing,336.91
Batch_001,2025-04-13 07:40:00,1,59.97,28.07,24.39,709.63,19272.3,629.67,0.42,0.16,5.9,Seed Sowing,322.84
Batch_001,2025-04-13 07:45:00,1,60.14,27.16,26.23,729.7,17076.91,531.03,0.36,0.94,7.49,Seed Sowing,310.18
Batch_001,2025-04-13 07:50:00,1,58.13,26.78,24.81,625.81,20059.86,783.33,0.79,0.42,6.07,Seed Sowing,348.56
Batch_001,2025-04-13 07:55:00,1,56.29,31.28,25.21,607.8,19982.4,832.77,0.67,0.87,5.66,Seed Sowing,343.94
Batch_001,2025-04-13 08:00:00,1,60.19,30.44,25.11,693.55,25136.78,718.77,0.52,0.51,6.49,Seed Sowing,335.33
Batch_001,2025-04-13 08:05:00,1,59.71,29.61,25.48,675.71,19453.59,834.28,0.26,0.58,7.11,Seed Sowing,336.25
Batch_001,2025-04-13 08:10:00,1,57.46,29.56,25.38,718.44,21147.07,779.32,0.25,0.26,7.32,Seed Sowing,338.32
Batch_001,2025-04-13 08:15:00,1,62.11,31.45,27.29,685.42,18337.9,597.4,0.45,0.5,6.88,Seed Sowing,319.14
Batch_001,2025-04-13 08:20:00,1,58.66,25.62,23.63,685.22,19851.01,750.98,0.89,0.87,6.1,Seed Sowing,342.46
Batch_001,2025-04-13 08:25:00,1,60.48,26.69,24.07,626.45,20710.97,540.2,0.88,0.8,6.92,Seed Sowing,313.06
Batch_001,2025-04-13 08:30:00,1,60.79,28.99,28.04,631.56,25656.64,627.86,0.78,0.87,5.78,Seed Sowing,322.25
Batch_001,2025-04-13 08:35:00,1,56.64,27.08,24.72,563.33,22552.61,690.96,0.22,0.41,7.26,Seed Sowing,334.18
Batch_001,2025-04-13 08:40:00,1,59.53,28.05,26.4,698.08,18933.61,828.41,0.2,0.15,6.54,Seed Sowing,333.48
Batch_001,2025-04-13 08:45:00,1,59.36,29.95,26.28,641.48,23390.87,772.01,0.23,0.58,6.36,Seed Sowing,348.74
Batch_001,2025-04-13 08:50:00,1,56.33,27.63,26.91,571.74,19977.93,565.63,0.34,0.74,6.71,Seed Sowing,312.23
Batch_001,2025-04-13 08:55:00,1,58.35,28.5,26.43,633.97,21316.0,747.76,0.29,0.19,6.28,Seed Sowing,346.03
Batch_001,2025-04-13 09:00:00,1,61.57,31.27,24.25,572.69,22068.06,549.77,0.31,0.07,5.91,Seed Sowing,311.79
Batch_001,2025-04-13 09:05:00,1,55.78,26.92,24.63,586.07,18265.53,578.28,0.59,0.26,6.92,Seed Sowing,312.2
Batch_001,2025-04-13 09:10:00,1,56.12,29.72,27.5,682.6,16334.97,805.52,0.33,0.59,6.77,Seed Sowing,328.55
Batch_001,2025-04-13 09:15:00,1,58.39,28.18,26.92,615.59,22891.55,518.61,0.2,0.74,6.29,Seed Sowing,316.34
Batch_001,2025-04-13 09:20:00,1,60.04,29.47,27.52,650.35,25375.32,584.12,0.6,0.45,6.96,Seed Sowing,320.34
Batch_001,2025-04-13 09:25:00,1,59.37,28.46,26.47,637.4,19508.78,748.01,0.82,0.51,6.32,Seed Sowing,335.35
Batch_001,2025-04-13 09:30:00,1,57.98,31.48,26.43,670.22,20742.36,666.95,0.85,0.65,5.63,Seed Sowing,336.84
Batch_001,2025-04-13 09:35:00,1,57.53,28.0,27.17,598.18,19140.53,667.19,0.28,0.72,5.94,Seed Sowing,321.0
Batch_001,2025-04-13 09:40:00,1,57.16,28.25,24.64,714.41,15326.17,677.93,0.69,0.1,6.35,Seed Sowing,316.26
Batch_001,2025-04-13 09:45:00,1,59.81,26.45,24.81,563.89,18526.54,681.21,0.48,0.09,7.08,Seed Sowing,322.62
Batch_001,2025-04-13 09:50:00,1,61.31,29.68,24.74,589.14,20205.39,537.93,0.82,0.3,5.44,Seed Sowing,314.78
Batch_001,2025-04-13 09:55:00,1,56.42,28.46,26.53,547.92,23081.69,814.36,0.88,0.43,5.78,Seed Sowing,346.61
Batch_001,2025-04-13 10:00:00,1,62.33,29.42,24.72,611.9,24153.3,697.84,0.19,0.14,6.55,Seed Sowing,336.6
Batch_001,2025-04-13 10:05:00,1,60.13,27.49,27.01,640.76,14713.81,762.81,0.23,0.19,6.98,Seed Sowing,334.86
Batch_001,2025-04-13 10:10:00,1,60.36,32.0,26.56,544.92,21358.51,530.84,0.31,0.42,6.57,Seed Sowing,317.76
Batch_001,2025-04-13 10:15:00,1,59.69,28.89,27.5,552.71,21069.37,650.24,0.32,0.47,6.46,Seed Sowing,325.89
Batch_001,2025-04-13 10:20:00,1,58.82,30.24,25.02,660.13,20429.69,582.88,0.22,0.76,6.68,Seed Sowing,317.3
Batch_001,2025-04-13 10:25:00,1,58.5,27.6,25.9,615.63,19764.89,552.15,0.86,0.23,7.22,Seed Sowing,326.5
Batch_001,2025-04-13 10:30:00,1,59.41,27.17,28.29,648.46,17181.68,612.55,0.38,0.14,6.89,Seed Sowing,325.88
Batch_001,2025-04-13 10:35:00,1,57.47,25.55,24.27,671.49,21219.14,758.77,0.6,0.69,6.7,Seed Sowing,331.03
Batch_001,2025-04-13 10:40:00,1,57.83,30.34,25.47,573.34,24850.08,480.82,0.32,0.79,7.0,Seed Sowing,306.0
Batch_001,2025-04-13 10:45:00,1,56.09,27.45,26.64,657.18,18414.19,569.37,0.29,0.16,6.42,Seed Sowing,309.67
Batch_001,2025-04-13 10:50:00,1,60.73,27.22,27.21,601.95,17350.45,730.22,0.11,0.26,7.01,Seed Sowing,342.91
Batch_001,2025-04-13 10:55:00,1,58.84,29.64,24.09,546.87,17869.5,742.13,0.64,0.42,7.13,Seed Sowing,346.14
Batch_001,2025-04-13 11:00:00,1,56.9,28.83,24.74,690.96,16941.94,717.55,0.66,0.56,6.43,Seed Sowing,340.86
Batch_001,2025-04-13 11:05:00,1,59.26,27.48,28.33,627.95,16050.84,710.23,0.46,0.77,7.17,Seed Sowing,332.95
Batch_001,2025-04-13 11:10:00,1,59.13,27.52,24.8,659.98,17769.49,658.6,0.26,0.56,7.29,Seed Sowing,331.42
Batch_001,2025-04-13 11:15:00,1,61.89,28.45,26.7,675.95,21853.45,627.31,0.58,0.61,6.77,Seed Sowing,321.1
Batch_001,2025-04-13 11:20:00,1,58.19,26.23,25.5,637.47,16979.26,492.67,0.81,0.34,7.15,Seed Sowing,307.25
Batch_001,2025-04-13 11:25:00,1,60.11,29.38,23.87,638.24,22159.18,617.03,0.32,0.76,6.58,Seed Sowing,325.45
Batch_001,2025-04-13 11:30:00,1,57.41,27.14,27.37,582.31,20151.23,605.0,0.71,0.22,7.12,Seed Sowing,321.62
Batch_001,2025-04-13 11:35:00,1,57.21,29.38,26.11,642.75,23576.28,541.72,0.71,0.68,6.1,Seed Sowing,317.04
Batch_001,2025-04-13 11:40:00,1,60.59,28.72,24.14,602.28,16966.03,701.26,0.69,0.56,5.48,Seed Sowing,330.32
Batch_001,2025-04-13 11:45:00,1,57.15,31.04,24.77,553.64,23238.34,673.46,0.57,0.11,6.8,Seed Sowing,327.56
Batch_001,2025-04-13 11:50:00,1,58.51,31.1,27.16,632.09,24903.82,534.9,0.69,0.75,5.58,Seed Sowing,313.7
Batch_001,2025-04-13 11:55:00,1,61.72,31.77,26.9,631.34,20192.63,629.84,0.79,0.55,6.91,Seed Sowing,329.52
Batch_001,2025-04-13 12:00:00,1,38.29,37.08,33.0,566.12,11354.43,473.7,0.83,0.56,7.46,Seed Sowing,307.31
Batch_001,2025-04-13 12:05:00,1,52.09,36.77,33.69,630.83,10367.32,321.36,0.51,0.41,7.0,Seed Sowing,282.49
Batch_001,2025-04-13 12:10:00,1,50.42,34.92,33.13,586.48,11711.89,339.68,0.69,0.62,6.5,Seed Sowing,295.61
Batch_001,2025-04-13 12:15:00,1,41.77,36.42,32.81,721.12,11063.77,352.41,0.18,0.12,7.42,Seed Sowing,291.41
Batch_001,2025-04-13 12:20:00,1,48.14,35.45,33.15,712.6,12607.97,406.38,0.22,0.52,5.92,Seed Sowing,294.88
Batch_001,2025-04-13 12:25:00,1,43.79,36.97,33.55,610.0,14327.37,376.39,0.56,0.57,6.4,Seed Sowing,298.38
Batch_001,2025-04-13 12:30:00,1,45.48,32.98,33.03,639.03,12821.86,316.16,0.74,-1.92,6.68,Seed Sowing,294.51
Batch_001,2025-04-13 12:35:00,1,43.8,35.62,32.44,736.12,10064.57,357.87,0.56,0.63,7.54,Seed Sowing,290.51
Batch_001,2025-04-13 12:40:00,1,53.42,35.61,32.7,573.06,13545.65,336.74,0.78,0.71,6.26,Seed Sowing,295.65
Batch_001,2025-04-13 12:45:00,1,53.26,34.77,33.0,694.1,14311.21,469.98,0.62,0.81,6.44,Seed Sowing,299.37
Batch_001,2025-04-13 12:50:00,1,45.91,34.31,34.35,573.27,11878.7,368.58,0.42,0.86,6.96,Seed Sowing,286.43
Batch_001,2025-04-13 12:55:00,1,51.53,34.47,33.27,685.4,12765.6,398.88,0.19,0.59,6.66,Seed Sowing,299.44
Batch_001,2025-04-13 13:00:00,1,56.43,36.84,32.74,556.48,6198.06,397.36,0.43,0.25,6.35,Seed Sowing,293.63
Batch_001,2025-04-13 13:05:00,1,48.94,35.34,33.38,619.09,8701.37,182.94,0.1,0.04,6.53,Seed Sowing,281.86
Batch_001,2025-04-13 13:10:00,1,45.98,34.21,32.61,627.88,7468.78,216.15,0.15,0.25,6.52,Seed Sowing,288.38
Batch_001,2025-04-13 13:15:00,1,52.81,35.25,32.71,686.05,4529.46,236.61,0.68,0.49,5.65,Seed Sowing,286.87
Batch_001,2025-04-13 13:20:00,1,50.59,36.53,32.13,558.07,8452.57,245.34,0.59,0.87,6.59,Seed Sowing,280.43
Batch_001,2025-04-13 13:25:00,1,49.2,35.31,32.62,639.54,10058.55,268.83,0.86,0.38,6.21,Seed Sowing,294.06
Batch_001,2025-04-13 13:30:00,1,51.92,35.71,32.89,675.73,9047.92,342.76,0.33,0.47,6.67,Seed Sowing,290.56
Batch_001,2025-04-13 13:35:00,1,56.56,34.03,32.1,618.59,7554.72,387.02,0.31,0.59,6.02,Seed Sowing,299.91
Batch_001,2025-04-13 13:40:00,1,47.24,33.88,32.9,570.69,6841.07,247.1,0.88,0.43,6.75,Seed Sowing,289.25
Batch_001,2025-04-13 13:45:00,1,55.87,34.18,33.16,645.55,7980.6,172.51,0.13,0.21,5.86,Seed Sowing,279.17
Batch_001,2025-04-13 13:50:00,1,47.07,36.41,32.97,619.4,9542.81,229.04,0.49,0.4,6.64,Seed Sowing,285.13
Batch_001,2025-04-13 13:55:00,1,49.21,36.6,31.74,711.47,8837.85,346.85,0.16,0.85,6.81,Seed Sowing,284.01
Batch_001,2025-04-13 14:00:00,1,42.44,38.22,33.63,694.04,5982.28,260.47,0.71,0.24,6.52,Seed Sowing,286.39
Batch_001,2025-04-13 14:05:00,1,42.06,37.63,33.67,672.67,10387.04,207.77,0.74,0.54,7.15,Seed Sowing,277.48
Batch_001,2025-04-13 14:10:00,1,48.88,38.09,32.2,582.67,7934.94,311.94,0.79,0.48,7.36,Seed Sowing,291.08
Batch_001,2025-04-13 14:15:00,1,49.01,37.15,32.76,653.3,6865.58,200.53,0.61,0.8,5.58,Seed Sowing,271.08
Batch_001,2025-04-13 14:20:00,1,43.78,36.74,33.9,678.01,8884.55,256.19,0.85,0.63,6.51,Seed Sowing,289.46
Batch_001,2025-04-13 14:25:00,1,51.48,37.6,32.82,641.33,6370.07,175.88,0.3,0.15,6.93,Seed Sowing,290.19
Batch_001,2025-04-13 14:30:00,1,42.43,37.9,31.84,599.17,5598.8,324.69,0.17,0.49,6.92,Seed Sowing,293.08
Batch_001,2025-04-13 14:35:00,1,41.22,37.63,33.55,675.02,9508.74,301.48,0.58,0.26,5.59,Seed Sowing,280.84
Batch_001,2025-04-13 14:40:00,1,53.07,38.59,33.51,546.96,4907.73,190.07,2.27,0.18,6.46,Seed Sowing,272.77
Batch_001,2025-04-13 14:45:00,1,50.65,37.52,33.09,601.4,6576.96,250.53,0.61,0.85,7.35,Seed Sowing,277.45
Batch_001,2025-04-13 14:50:00,1,56.08,37.91,33.08,678.53,9254.42,363.0,0.25,0.51,6.37,Seed Sowing,305.04
Batch_001,2025-04-13 14:55:00,1,42.6,38.05,33.69,622.43,6516.57,282.83,0.16,0.71,6.39,Seed Sowing,291.9
Batch_001,2025-04-13 15:00:00,1,45.25,37.32,32.67,561.14,9139.85,399.81,0.46,0.9,6.38,Seed Sowing,286.41
Batch_001,2025-04-13 15:05:00,1,42.65,37.32,34.06,543.92,6886.4,250.13,0.7,0.41,6.44,Seed Sowing,277.02
Batch_001,2025-04-13 15:10:00,1,54.5,36.99,33.7,576.12,6177.4,175.98,0.85,0.34,5.77,Seed Sowing,280.38
Batch_001,2025-04-13 15:15:00,1,50.73,37.31,32.96,635.03,5945.68,285.81,0.16,0.29,7.4,Seed Sowing,298.8
Batch_001,2025-04-13 15:20:00,1,45.4,36.88,32.45,718.75,10434.27,322.69,0.51,0.52,6.89,Seed Sowing,290.24
Batch_001,2025-04-13 15:25:00,1,49.9,36.97,32.97,605.51,9762.92,299.01,0.83,0.78,6.57,Seed Sowing,293.34
Batch_001,2025-04-13 15:30:00,1,41.57,36.4,32.89,621.45,8534.41,124.0,0.63,0.88,6.18,Seed Sowing,272.3
Batch_001,2025-04-13 15:35:00,1,47.1,38.13,33.52,559.58,9671.77,284.19,0.29,0.8,7.27,Seed Sowing,281.86
Batch_001,2025-04-13 15:40:00,1,48.12,37.13,33.65,653.5,5667.94,318.83,0.45,0.66,7.36,Seed Sowing,298.14
Batch_001,2025-04-13 15:45:00,1,49.2,36.74,33.29,695.38,8441.39,142.94,0.54,0.87,6.52,Seed Sowing,265.19
Batch_001,2025-04-13 15:50:00,1,48.79,37.51,33.05,545.23,8402.62,330.64,0.15,0.34,5.59,Seed Sowing,294.5
Batch_001,2025-04-13 15:55:00,1,51.27,38.74,32.86,671.81,5481.06,360.96,0.52,0.28,6.99,Seed Sowing,296.98
Batch_001,2025-04-13 16:00:00,1,68.18,30.66,28.63,657.76,8995.71,378.53,0.3,0.49,6.94,Seed Sowing,294.25
Batch_001,2025-04-13 16:05:00,1,66.25,30.79,26.07,671.87,5718.2,373.68,0.4,0.34,6.96,Seed Sowing,297.09
Batch_001,2025-04-13 16:10:00,1,63.58,32.05,29.24,663.37,6879.57,354.33,0.36,0.24,7.4,Seed Sowing,290.9
Batch_001,2025-04-13 16:15:00,1,69.8,32.26,26.6,723.25,7157.02,372.11,0.79,0.22,5.57,Seed Sowing,290.34
Batch_001,2025-04-13 16:20:00,1,63.15,31.65,25.7,655.19,6642.05,330.35,0.55,0.85,7.08,Seed Sowing,294.65
Batch_001,2025-04-13 16:25:00,1,69.63,32.98,29.86,590.11,6487.75,330.54,0.53,0.71,6.72,Seed Sowing,288.91
Batch_001,2025-04-13 16:30:00,1,62.8,33.32,26.58,736.68,4428.73,391.42,0.32,0.4,5.85,Seed Sowing,294.48
