batch_id,timestamp,day_number,humidity,temp_envi,temp_water,tds,lux,ppfd,reflect_445,reflect_480,ph,growth_stage,yield_prediction
Batch_001,2025-04-13 04:55:00,1,63.61,24.65,21.85,627.29,781.58,171.83,0.85,0.72,6.21,Seed Sowing,
Batch_001,2025-04-13 05:00:00,1,54.66,22.84,20.85,621.47,368.67,132.15,0.28,0.59,7.37,Seed Sowing,
Batch_001,2025-04-13 05:05:00,1,59.6,23.08,20.45,642.73,308.46,117.85,0.44,0.25,6.63,Seed Sowing,
Batch_001,2025-04-13 05:10:00,1,59.36,26.23,23.92,633.52,525.68,143.81,0.3,0.53,5.96,Seed Sowing,
Batch_001,2025-04-13 05:15:00,1,58.11,26.1,20.7,653.46,648.89,243.94,0.35,0.72,6.93,Seed Sowing,
Batch_001,2025-04-13 05:20:00,1,59.06,23.36,23.56,628.54,341.46,219.2,0.73,0.42,6.9,Seed Sowing,
Batch_001,2025-04-13 05:25:00,1,59.97,24.2,20.96,633.94,613.78,146.54,0.62,0.57,7.22,Seed Sowing,
Batch_001,2025-04-13 05:30:00,1,59.83,21.91,22.21,643.02,341.07,230.19,0.54,0.7,7.54,Seed Sowing,
Batch_001,2025-04-13 05:35:00,1,58.8,25.55,22.36,631.28,594.93,143.19,0.35,0.9,6.7,Seed Sowing,
Batch_001,2025-04-13 05:40:00,1,54.77,26.02,21.08,646.63,634.6,206.33,0.59,0.4,7.03,Seed Sowing,
Batch_001,2025-04-13 05:45:00,1,58.67,25.58,20.06,634.54,502.75,226.69,0.46,0.51,6.29,Seed Sowing,
Batch_001,2025-04-13 05:50:00,1,60.31,21.69,23.38,622.8,661.52,268.8,0.37,0.64,6.03,Seed Sowing,
Batch_001,2025-04-13 05:55:00,1,60.33,25.43,21.92,631.16,788.15,216.59,0.76,0.7,5.65,Seed Sowing,
Batch_001,2025-04-13 06:00:00,1,58.24,27.55,26.62,638.71,17542.91,700.66,0.41,0.42,6.96,Seed Sowing,
Batch_001,2025-04-13 06:05:00,1,57.88,28.96,25.87,626.05,19697.02,715.8,0.77,0.65,7.1,Seed Sowing,
Batch_001,2025-04-13 06:10:00,1,57.99,26.87,24.95,645.67,19658.71,794.12,0.16,0.67,5.54,Seed Sowing,
Batch_001,2025-04-13 06:15:00,1,60.4,28.24,24.24,624.33,21133.66,506.64,0.73,0.66,7.62,Seed Sowing,
Batch_001,2025-04-13 06:20:00,1,54.94,28.78,26.62,630.44,18426.58,745.43,0.3,0.19,6.31,Seed Sowing,
Batch_001,2025-04-13 06:25:00,1,58.66,28.62,24.35,626.53,15629.37,764.03,0.19,0.13,6.03,Seed Sowing,
Batch_001,2025-04-13 06:30:00,1,59.49,31.32,25.77,630.04,23240.23,514.69,0.27,0.75,5.89,Seed Sowing,
Batch_001,2025-04-13 06:35:00,1,57.05,26.72,24.51,634.22,17210.23,724.61,0.89,0.58,6.81,Seed Sowing,
Batch_001,2025-04-13 06:40:00,1,58.55,28.46,26.12,636.53,19258.64,576.25,0.26,0.35,5.76,Seed Sowing,
Batch_001,2025-04-13 06:45:00,1,59.22,32.47,24.99,624.06,17124.98,551.55,0.27,0.12,5.55,Seed Sowing,
Batch_001,2025-04-13 06:50:00,1,60.24,29.7,28.09,631.33,18660.61,618.96,0.1,0.4,6.24,Seed Sowing,
Batch_001,2025-04-13 06:55:00,1,61.8,28.68,26.48,630.14,15684.49,568.85,0.39,0.24,6.07,Seed Sowing,
Batch_001,2025-04-13 07:00:00,1,57.8,31.13,25.69,628.42,14865.59,536.65,0.58,0.86,6.57,Seed Sowing,
Batch_001,2025-04-13 07:05:00,1,61.23,30.64,27.96,631.67,21675.44,686.79,0.81,0.29,6.43,Seed Sowing,
Batch_001,2025-04-13 07:10:00,1,57.68,27.05,25.42,620.65,21525.89,632.41,0.88,0.71,6.06,Seed Sowing,
Batch_001,2025-04-13 07:15:00,1,59.83,28.98,27.37,635.02,23997.95,595.43,0.13,0.7,6.97,Seed Sowing,
Batch_001,2025-04-13 07:20:00,1,55.94,31.96,25.09,627.47,17449.58,562.4,0.2,0.87,6.0,Seed Sowing,
Batch_001,2025-04-13 07:25:00,1,57.81,27.97,25.9,619.95,15774.89,675.74,0.67,0.79,7.0,Seed Sowing,
Batch_001,2025-04-13 07:30:00,1,58.08,26.54,25.89,620.89,23953.71,550.62,0.44,0.65,7.08,Seed Sowing,
Batch_001,2025-04-13 07:35:00,1,58.17,31.32,25.91,644.07,16911.63,520.33,0.82,0.19,6.33,Seed Sowing,
Batch_001,2025-04-13 07:40:00,1,59.68,26.01,26.77,615.09,23233.33,603.06,0.33,0.27,5.46,Seed Sowing,
Batch_001,2025-04-13 07:45:00,1,58.53,30.77,24.77,633.6,20225.96,824.08,0.12,0.54,5.83,Seed Sowing,
Batch_001,2025-04-13 07:50:00,1,55.45,32.45,25.84,623.5,25797.57,537.93,0.58,0.17,6.0,Seed Sowing,
Batch_001,2025-04-13 07:55:00,1,58.79,31.88,24.55,620.15,15989.83,592.24,0.42,0.26,6.4,Seed Sowing,
Batch_001,2025-04-13 08:00:00,1,55.42,29.4,28.21,624.72,15890.32,560.17,0.5,0.2,6.2,Seed Sowing,
Batch_001,2025-04-13 08:05:00,1,63.59,31.4,26.72,620.82,21234.84,592.37,0.71,0.44,6.25,Seed Sowing,
Batch_001,2025-04-13 08:10:00,1,62.0,28.78,26.24,623.76,16625.06,668.31,0.39,0.8,5.64,Seed Sowing,
Batch_001,2025-04-13 08:15:00,1,58.43,28.11,24.59,636.37,21761.21,640.32,0.82,0.5,6.8,Seed Sowing,
Batch_001,2025-04-13 08:20:00,1,54.89,27.72,26.54,640.16,23220.33,645.31,0.18,0.44,6.58,Seed Sowing,
Batch_001,2025-04-13 08:25:00,1,56.31,27.71,25.04,633.19,16813.11,607.91,0.71,0.92,6.42,Seed Sowing,
Batch_001,2025-04-13 08:30:00,1,56.47,27.79,27.61,628.61,14862.89,706.88,0.28,0.77,6.61,Seed Sowing,
Batch_001,2025-04-13 08:35:00,1,63.87,27.79,27.3,636.62,23592.26,539.87,0.61,0.83,6.03,Seed Sowing,
Batch_001,2025-04-13 08:40:00,1,60.14,32.03,26.76,635.45,17542.33,522.86,0.22,0.92,7.62,Seed Sowing,
Batch_001,2025-04-13 08:45:00,1,59.64,32.37,25.49,632.07,20185.24,742.18,0.87,0.14,5.76,Seed Sowing,
Batch_001,2025-04-13 08:50:00,1,59.75,27.16,27.19,622.86,22671.61,621.11,0.42,0.28,5.91,Seed Sowing,
Batch_001,2025-04-13 08:55:00,1,56.96,29.47,26.85,634.55,22714.91,520.65,0.56,0.15,6.48,Seed Sowing,
Batch_001,2025-04-13 09:00:00,1,59.52,26.23,27.1,630.55,16444.4,588.83,0.58,0.17,5.8,Seed Sowing,
Batch_001,2025-04-13 09:05:00,1,61.92,28.72,24.63,638.62,19649.17,696.51,0.28,0.43,6.16,Seed Sowing,
Batch_001,2025-04-13 09:10:00,1,59.63,27.43,23.39,618.26,20666.07,596.56,0.84,0.87,6.82,Seed Sowing,
Batch_001,2025-04-13 09:15:00,1,60.04,26.24,25.94,635.96,24801.19,643.69,0.39,0.2,6.68,Seed Sowing,
Batch_001,2025-04-13 09:20:00,1,59.42,32.27,24.89,623.0,22582.48,519.07,0.31,0.82,7.07,Seed Sowing,
Batch_001,2025-04-13 09:25:00,1,58.07,29.51,27.07,623.77,22565.43,727.52,0.71,0.71,7.26,Seed Sowing,
Batch_001,2025-04-13 09:30:00,1,58.83,26.62,25.2,642.06,22068.11,556.17,0.14,0.26,6.05,Seed Sowing,
Batch_001,2025-04-13 09:35:00,1,62.84,30.22,25.11,634.98,16254.64,513.54,0.3,0.29,5.76,Seed Sowing,
Batch_001,2025-04-13 09:40:00,1,57.57,26.37,24.64,625.58,17931.73,759.07,0.67,0.18,7.38,Seed Sowing,
Batch_001,2025-04-13 09:45:00,1,59.23,31.7,26.02,629.52,18260.32,758.99,0.27,0.83,6.25,Seed Sowing,
Batch_001,2025-04-13 09:50:00,1,60.67,31.45,28.52,625.02,20682.03,542.51,0.68,0.39,5.6,Seed Sowing,
Batch_001,2025-04-13 09:55:00,1,56.26,31.68,24.63,623.5,23164.19,742.35,0.82,0.41,5.46,Seed Sowing,
Batch_001,2025-04-13 10:00:00,1,60.06,28.77,23.89,628.45,20173.44,540.97,0.11,0.58,7.25,Seed Sowing,
Batch_001,2025-04-13 10:05:00,1,55.25,30.69,26.92,636.34,19633.67,563.99,0.62,0.33,6.93,Seed Sowing,
Batch_001,2025-04-13 10:10:00,1,58.39,31.75,26.85,623.99,21293.81,760.56,0.41,0.84,6.03,Seed Sowing,
Batch_001,2025-04-13 10:15:00,1,58.67,31.02,24.8,630.58,15090.52,623.07,0.3,0.6,5.57,Seed Sowing,
Batch_001,2025-04-13 10:20:00,1,60.35,27.58,25.56,625.07,22155.17,577.51,0.35,0.39,7.13,Seed Sowing,
Batch_001,2025-04-13 10:25:00,1,59.76,25.3,27.91,636.88,18739.72,650.67,0.45,0.2,5.5,Seed Sowing,
Batch_001,2025-04-13 10:30:00,1,59.16,30.11,24.59,618.32,15839.83,668.3,0.15,0.77,5.65,Seed Sowing,
Batch_001,2025-04-13 10:35:00,1,60.69,31.21,24.14,647.12,22035.68,742.25,0.33,0.4,6.84,Seed Sowing,
Batch_001,2025-04-13 10:40:00,1,58.79,27.59,27.48,623.92,19481.56,505.02,0.48,0.51,6.3,Seed Sowing,
Batch_001,2025-04-13 10:45:00,1,60.55,31.14,28.41,622.77,25384.57,515.2,0.19,0.57,6.75,Seed Sowing,
Batch_001,2025-04-13 10:50:00,1,58.55,31.22,24.65,617.55,17219.2,539.6,0.18,0.64,5.94,Seed Sowing,
Batch_001,2025-04-13 10:55:00,1,59.39,26.63,24.16,621.02,19175.16,651.93,0.18,0.88,7.24,Seed Sowing,
Batch_001,2025-04-13 11:00:00,1,57.6,31.32,24.99,622.24,20279.7,675.75,0.16,0.41,6.85,Seed Sowing,
Batch_001,2025-04-13 11:05:00,1,56.52,27.16,27.17,631.36,17290.75,603.22,0.41,0.86,6.78,Seed Sowing,
Batch_001,2025-04-13 11:10:00,1,59.6,25.96,26.58,628.08,21768.15,577.69,0.28,0.37,6.01,Seed Sowing,
Batch_001,2025-04-13 11:15:00,1,57.16,30.12,26.75,620.47,21671.9,572.61,0.8,0.52,6.78,Seed Sowing,
Batch_001,2025-04-13 11:20:00,1,59.03,28.06,23.95,622.15,18522.51,758.89,0.87,0.45,6.25,Seed Sowing,
Batch_001,2025-04-13 11:25:00,1,61.33,30.74,23.59,623.02,21829.96,690.08,0.86,0.88,6.14,Seed Sowing,
Batch_001,2025-04-13 11:30:00,1,61.07,25.9,25.94,635.54,21116.47,688.75,0.37,0.17,5.75,Seed Sowing,
Batch_001,2025-04-13 11:35:00,1,55.41,30.19,27.98,639.39,22175.41,766.77,0.5,0.83,6.61,Seed Sowing,
Batch_001,2025-04-13 11:40:00,1,59.72,28.9,24.32,620.76,19285.74,650.39,0.31,0.61,7.06,Seed Sowing,
Batch_001,2025-04-13 11:45:00,1,57.21,31.18,24.54,626.78,24968.99,596.46,0.38,0.52,6.48,Seed Sowing,
Batch_001,2025-04-13 11:50:00,1,56.85,31.78,26.15,622.97,18162.83,709.47,0.64,0.32,6.04,Seed Sowing,
Batch_001,2025-04-13 11:55:00,1,58.52,27.58,27.3,633.54,16596.19,689.22,0.39,0.95,7.47,Seed Sowing,
Batch_001,2025-04-13 12:00:00,1,44.25,35.46,32.94,630.1,10015.17,388.5,0.43,0.36,6.16,Seed Sowing,
Batch_001,2025-04-13 12:05:00,1,51.93,36.67,33.47,629.62,11204.88,373.79,0.7,0.14,6.7,Seed Sowing,
Batch_001,2025-04-13 12:10:00,1,49.88,35.9,33.32,626.63,10593.03,351.77,0.88,0.58,6.82,Seed Sowing,
Batch_001,2025-04-13 12:15:00,1,53.72,35.33,32.16,638.57,10215.99,476.78,0.35,0.28,7.4,Seed Sowing,
Batch_001,2025-04-13 12:20:00,1,50.6,34.98,32.86,643.75,12362.36,403.59,0.51,0.84,6.31,Seed Sowing,
Batch_001,2025-04-13 12:25:00,1,44.34,36.32,33.62,633.17,11433.11,430.96,0.84,0.62,7.24,Seed Sowing,
Batch_001,2025-04-13 12:30:00,1,42.22,34.95,32.31,646.43,13231.01,314.44,0.84,0.73,6.58,Seed Sowing,
Batch_001,2025-04-13 12:35:00,1,47.06,35.03,33.37,620.05,9767.66,458.98,0.88,0.59,5.95,Seed Sowing,
Batch_001,2025-04-13 12:40:00,1,50.92,33.3,32.34,634.12,15366.6,386.63,0.23,0.19,7.19,Seed Sowing,
Batch_001,2025-04-13 12:45:00,1,47.57,35.32,32.02,657.52,12649.96,399.87,0.89,0.62,5.71,Seed Sowing,
Batch_001,2025-04-13 12:50:00,1,51.08,34.78,33.31,637.84,13856.66,383.03,0.52,0.52,6.91,Seed Sowing,
Batch_001,2025-04-13 12:55:00,1,53.39,36.57,32.85,623.82,10238.73,462.44,0.26,0.9,7.59,Seed Sowing,
Batch_001,2025-04-13 13:00:00,1,40.23,36.18,32.32,635.56,9699.22,214.75,0.4,0.33,6.84,Seed Sowing,
Batch_001,2025-04-13 13:05:00,1,48.79,36.06,32.4,637.82,6672.15,184.04,0.42,0.78,7.05,Seed Sowing,
Batch_001,2025-04-13 13:10:00,1,43.98,36.27,33.66,621.76,8295.15,342.76,0.35,0.58,5.78,Seed Sowing,
Batch_001,2025-04-13 13:15:00,1,48.17,34.12,32.29,639.27,7245.74,196.47,0.65,0.55,6.31,Seed Sowing,
Batch_001,2025-04-13 13:20:00,1,60.59,34.2,34.1,646.91,8881.65,258.9,0.81,0.74,6.62,Seed Sowing,
Batch_001,2025-04-13 13:25:00,1,50.55,35.25,32.22,625.54,5200.62,229.33,0.42,0.49,7.22,Seed Sowing,
Batch_001,2025-04-13 13:30:00,1,41.6,34.94,34.14,642.65,5174.33,312.21,0.29,0.5,7.53,Seed Sowing,
Batch_001,2025-04-13 13:35:00,1,53.38,35.63,34.05,634.31,8305.51,170.07,0.88,0.78,7.37,Seed Sowing,
Batch_001,2025-04-13 13:40:00,1,54.52,34.45,33.59,638.15,8298.67,384.06,0.47,0.79,6.07,Seed Sowing,
Batch_001,2025-04-13 13:45:00,1,51.69,35.09,31.86,641.01,6908.3,275.06,0.57,0.43,5.97,Seed Sowing,
Batch_001,2025-04-13 13:50:00,1,42.86,35.65,32.33,634.89,6312.24,320.96,0.88,0.44,5.81,Seed Sowing,
Batch_001,2025-04-13 13:55:00,1,53.14,34.13,33.48,631.79,4828.25,214.64,0.14,0.32,6.59,Seed Sowing,
Batch_001,2025-04-13 14:00:00,1,42.63,38.16,33.66,634.56,8381.67,322.11,0.59,0.21,6.56,Seed Sowing,
Batch_001,2025-04-13 14:05:00,1,50.46,38.0,32.89,627.51,6549.65,298.72,0.29,0.09,6.53,Seed Sowing,
Batch_001,2025-04-13 14:10:00,1,56.01,37.97,34.1,620.11,4556.93,304.05,0.79,0.57,7.02,Seed Sowing,
Batch_001,2025-04-13 14:15:00,1,47.3,36.9,33.37,626.29,9678.98,161.37,0.65,0.44,5.78,Seed Sowing,
Batch_001,2025-04-13 14:20:00,1,51.14,37.6,32.95,637.85,9545.48,374.96,0.37,0.62,5.83,Seed Sowing,
Batch_001,2025-04-13 14:25:00,1,47.71,37.06,33.16,618.33,7649.93,197.14,0.45,0.57,6.5,Seed Sowing,
Batch_001,2025-04-13 14:30:00,1,51.31,37.37,32.93,629.6,5440.18,170.28,0.81,0.29,6.66,Seed Sowing,
Batch_001,2025-04-13 14:35:00,1,48.1,37.91,32.85,625.98,5881.04,238.86,0.87,0.34,5.59,Seed Sowing,
Batch_001,2025-04-13 14:40:00,1,54.12,37.61,32.27,639.1,8783.02,237.82,0.68,0.39,5.45,Seed Sowing,
Batch_001,2025-04-13 14:45:00,1,53.57,37.35,33.46,625.05,6864.67,266.93,0.58,0.21,6.31,Seed Sowing,
Batch_001,2025-04-13 14:50:00,1,42.52,37.1,33.37,607.89,9670.55,379.7,0.07,0.31,6.46,Seed Sowing,
Batch_001,2025-04-13 14:55:00,1,53.32,37.55,32.18,631.41,6986.14,387.66,0.54,0.54,6.67,Seed Sowing,
Batch_001,2025-04-13 15:00:00,1,50.1,37.26,33.94,620.75,6477.54,390.54,0.41,0.26,6.8,Seed Sowing,
Batch_001,2025-04-13 15:05:00,1,45.76,37.09,32.95,629.06,7230.82,180.76,0.91,0.93,6.62,Seed Sowing,
Batch_001,2025-04-13 15:10:00,1,47.95,37.63,32.41,614.4,8205.14,310.76,0.28,0.83,5.6,Seed Sowing,
Batch_001,2025-04-13 15:15:00,1,46.84,37.88,33.63,626.88,5440.61,205.92,0.29,0.75,6.26,Seed Sowing,
Batch_001,2025-04-13 15:20:00,1,44.94,37.01,32.94,623.25,6967.29,320.08,0.37,0.53,6.08,Seed Sowing,
Batch_001,2025-04-13 15:25:00,1,49.87,37.48,32.87,613.61,6494.39,236.49,0.26,0.13,6.34,Seed Sowing,
Batch_001,2025-04-13 15:30:00,1,47.79,36.9,34.01,623.4,9632.7,299.21,0.61,0.37,6.21,Seed Sowing,
Batch_001,2025-04-13 15:35:00,1,47.43,37.08,32.69,632.95,9516.14,373.18,0.14,0.2,6.83,Seed Sowing,
Batch_001,2025-04-13 15:40:00,1,46.58,37.48,32.98,626.81,8864.32,317.48,0.16,0.45,7.42,Seed Sowing,
Batch_001,2025-04-13 15:45:00,1,56.55,37.78,33.41,627.15,8601.06,316.9,0.42,0.17,6.41,Seed Sowing,
Batch_001,2025-04-13 15:50:00,1,45.54,38.34,32.41,631.42,4669.41,376.42,0.78,0.43,5.89,Seed Sowing,
Batch_001,2025-04-13 15:55:00,1,45.45,36.56,33.9,622.44,9397.66,417.5,0.18,0.26,6.34,Seed Sowing,
Batch_001,2025-04-13 16:00:00,1,67.18,33.09,28.03,634.28,8608.99,249.83,0.6,0.4,7.15,Seed Sowing,
Batch_001,2025-04-13 16:05:00,1,66.14,31.69,26.54,638.99,9570.51,309.36,0.44,0.51,7.48,Seed Sowing,
Batch_001,2025-04-13 16:10:00,1,67.56,33.61,26.29,634.51,7335.21,193.32,0.81,0.45,6.69,Seed Sowing,
Batch_001,2025-04-13 16:15:00,1,68.17,30.91,28.2,635.35,4970.52,124.18,0.11,0.6,5.64,Seed Sowing,
Batch_001,2025-04-13 16:20:00,1,67.2,30.14,29.59,633.39,6003.47,305.52,0.56,0.12,6.93,Seed Sowing,
Batch_001,2025-04-13 16:25:00,1,60.63,30.91,29.82,618.73,8257.39,154.91,0.15,0.72,7.32,Seed Sowing,
Batch_001,2025-04-13 16:30:00,1,62.5,30.7,27.05,625.15,6197.34,302.33,0.42,0.4,5.54,Seed Sowing,
Batch_001,2025-04-13 16:35:00,1,64.17,33.63,26.68,622.01,7623.12,198.75,0.39,0.83,6.34,Seed Sowing,
Batch_001,2025-04-13 16:40:00,1,65.13,31.61,28.55,620.9,9346.74,193.08,0.16,0.23,6.32,Seed Sowing,
Batch_001,2025-04-13 16:45:00,1,67.59,30.8,27.43,616.44,7152.67,400.85,0.7,0.61,6.65,Seed Sowing,
Batch_001,2025-04-13 16:50:00,1,62.4,30.88,29.84,638.9,8924.11,388.1,0.66,0.56,6.19,Seed Sowing,
Batch_001,2025-04-13 16:55:00,1,63.87,30.75,27.82,634.06,8875.66,337.46,0.12,0.45,6.59,Seed Sowing,
Batch_001,2025-04-13 17:00:00,1,67.28,31.16,28.41,615.03,7927.58,284.27,0.24,0.86,7.05,Seed Sowing,
Batch_001,2025-04-13 17:05:00,1,63.22,33.4,29.46,636.54,8230.99,171.31,0.23,0.62,6.88,Seed Sowing,
Batch_001,2025-04-13 17:10:00,1,63.88,31.09,26.23,626.06,8315.25,169.86,0.45,0.54,6.98,Seed Sowing,
Batch_001,2025-04-13 17:15:00,1,62.32,31.67,29.91,617.23,6139.39,377.13,0.75,0.68,6.31,Seed Sowing,
