batch_id,timestamp,day_number,humidity,temp_envi,temp_water,tds,lux,ppfd,reflect_445,reflect_480,ph,growth_stage,yield_prediction
Batch_001,2025-04-13 04:20:00,1,59.42,23.94,23.5,636.39,504.92,139.64,0.16,0.68,6.88,Seed Sowing,
Batch_001,2025-04-13 04:25:00,1,56.1,24.87,21.88,615.44,562.65,163.77,0.79,0.51,5.78,Seed Sowing,
Batch_001,2025-04-13 04:30:00,1,62.95,23.51,23.3,627.04,549.31,126.69,0.57,0.83,7.17,Seed Sowing,
Batch_001,2025-04-13 04:35:00,1,58.23,23.79,22.88,650.73,541.07,139.58,0.61,0.86,6.86,Seed Sowing,
Batch_001,2025-04-13 04:40:00,1,62.18,23.28,21.0,627.73,395.33,153.29,0.46,0.74,5.77,Seed Sowing,
Batch_001,2025-04-13 04:45:00,1,58.97,23.69,22.91,638.08,575.08,152.59,0.22,0.21,6.5,Seed Sowing,
Batch_001,2025-04-13 04:50:00,1,60.52,24.57,22.55,625.53,407.35,153.38,0.62,0.39,6.72,Seed Sowing,
Batch_001,2025-04-13 04:55:00,1,60.25,21.17,22.35,626.23,560.24,142.33,0.13,0.67,6.16,Seed Sowing,
Batch_001,2025-04-13 05:00:00,1,57.35,24.95,21.61,635.61,595.81,133.08,0.64,0.44,6.85,Seed Sowing,
Batch_001,2025-04-13 05:05:00,1,56.71,23.61,19.95,620.91,539.55,148.01,0.19,0.88,6.35,Seed Sowing,
Batch_001,2025-04-13 05:10:00,1,57.15,23.15,20.25,627.68,449.4,128.06,0.13,0.61,5.84,Seed Sowing,
Batch_001,2025-04-13 05:15:00,1,55.07,24.67,23.66,617.1,424.08,117.94,0.29,0.68,5.39,Seed Sowing,
Batch_001,2025-04-13 05:20:00,1,60.14,23.72,23.57,639.18,551.33,168.86,0.61,0.73,5.6,Seed Sowing,
Batch_001,2025-04-13 05:25:00,1,58.21,21.66,23.43,630.88,491.22,156.65,0.44,0.3,6.7,Seed Sowing,
Batch_001,2025-04-13 05:30:00,1,62.93,23.06,23.31,621.24,418.61,147.07,0.8,0.26,6.17,Seed Sowing,
Batch_001,2025-04-13 05:35:00,1,62.4,24.87,23.97,636.04,610.42,114.5,0.87,0.65,6.56,Seed Sowing,
Batch_001,2025-04-13 05:40:00,1,58.99,23.64,19.84,635.33,454.55,110.93,0.36,0.6,6.41,Seed Sowing,
Batch_001,2025-04-13 05:45:00,1,56.97,24.58,19.94,622.89,405.61,171.8,0.56,0.64,7.13,Seed Sowing,
Batch_001,2025-04-13 05:50:00,1,58.63,24.32,19.79,630.27,384.08,165.56,0.77,0.46,6.93,Seed Sowing,
Batch_001,2025-04-13 05:55:00,1,61.17,22.56,22.52,636.11,505.56,132.97,0.08,0.48,6.15,Seed Sowing,
Batch_001,2025-04-13 06:00:00,1,60.4,29.14,27.42,622.21,19054.93,632.62,0.1,0.66,6.29,Seed Sowing,
Batch_001,2025-04-13 06:05:00,1,60.02,25.26,24.86,628.1,18834.9,627.51,0.4,0.88,5.73,Seed Sowing,
Batch_001,2025-04-13 06:10:00,1,59.6,26.36,24.51,632.9,18808.97,712.06,0.79,0.28,6.46,Seed Sowing,
Batch_001,2025-04-13 06:15:00,1,60.71,29.38,27.17,635.29,19954.6,737.87,0.19,0.14,7.39,Seed Sowing,
Batch_001,2025-04-13 06:20:00,1,57.49,31.42,25.57,636.04,20853.47,618.39,0.5,0.74,6.26,Seed Sowing,
Batch_001,2025-04-13 06:25:00,1,57.66,33.46,25.95,629.67,17908.65,645.14,0.75,0.54,6.6,Seed Sowing,
Batch_001,2025-04-13 06:30:00,1,57.27,31.64,24.45,615.21,18151.29,725.95,0.62,0.89,5.67,Seed Sowing,
Batch_001,2025-04-13 06:35:00,1,60.23,28.47,24.56,637.53,20741.14,625.43,0.27,0.33,6.87,Seed Sowing,
Batch_001,2025-04-13 06:40:00,1,58.21,29.77,26.31,627.17,18355.91,614.96,0.18,0.67,6.38,Seed Sowing,
Batch_001,2025-04-13 06:45:00,1,57.39,28.95,25.88,633.99,19476.33,691.15,0.93,0.16,5.82,Seed Sowing,
Batch_001,2025-04-13 06:50:00,1,58.61,25.78,26.89,639.11,18200.72,685.63,0.31,0.74,7.26,Seed Sowing,
Batch_001,2025-04-13 06:55:00,1,59.59,31.01,24.77,626.22,20242.95,696.46,0.72,0.82,6.68,Seed Sowing,
Batch_001,2025-04-13 07:00:00,1,54.6,27.74,26.92,624.73,20836.04,669.32,0.61,0.16,5.85,Seed Sowing,
Batch_001,2025-04-13 07:05:00,1,60.94,28.96,24.22,618.29,18319.15,738.64,0.25,0.24,6.1,Seed Sowing,
Batch_001,2025-04-13 07:10:00,1,59.22,29.88,27.88,631.77,18626.73,694.97,0.33,0.79,5.62,Seed Sowing,
Batch_001,2025-04-13 07:15:00,1,59.07,28.04,24.36,616.34,19941.39,737.83,0.61,0.33,6.15,Seed Sowing,
Batch_001,2025-04-13 07:20:00,1,60.29,29.11,24.66,636.03,20868.28,655.3,0.36,0.53,6.48,Seed Sowing,
Batch_001,2025-04-13 07:25:00,1,59.6,27.51,24.58,639.16,21403.04,657.62,0.64,0.86,7.19,Seed Sowing,
Batch_001,2025-04-13 07:30:00,1,59.15,32.03,24.64,627.49,20237.05,749.31,0.6,0.66,7.14,Seed Sowing,
Batch_001,2025-04-13 07:35:00,1,54.74,30.17,25.46,626.61,19967.9,640.57,0.69,0.83,6.23,Seed Sowing,
Batch_001,2025-04-13 07:40:00,1,57.41,29.26,25.5,636.41,18349.88,591.16,0.36,0.38,5.96,Seed Sowing,
Batch_001,2025-04-13 07:45:00,1,55.46,31.24,24.49,627.7,20882.81,662.84,0.75,0.85,6.33,Seed Sowing,
Batch_001,2025-04-13 07:50:00,1,60.94,28.8,24.63,633.19,18618.86,682.12,0.59,0.61,6.12,Seed Sowing,
Batch_001,2025-04-13 07:55:00,1,60.41,27.44,25.34,625.4,20608.11,655.68,0.83,0.44,5.58,Seed Sowing,
Batch_001,2025-04-13 08:00:00,1,59.44,25.04,23.71,641.98,18833.65,657.65,0.54,0.49,5.69,Seed Sowing,
Batch_001,2025-04-13 08:05:00,1,58.14,31.65,26.27,621.79,20856.4,677.9,0.74,0.11,5.57,Seed Sowing,
Batch_001,2025-04-13 08:10:00,1,57.47,28.0,24.77,642.93,20088.17,702.64,0.84,0.63,5.57,Seed Sowing,
Batch_001,2025-04-13 08:15:00,1,56.43,31.62,24.64,642.72,18692.29,633.77,0.85,0.14,6.67,Seed Sowing,
Batch_001,2025-04-13 08:20:00,1,59.46,29.88,24.26,621.43,17905.94,679.62,0.61,0.34,7.43,Seed Sowing,
Batch_001,2025-04-13 08:25:00,1,60.79,27.89,27.53,639.47,20061.38,659.54,0.2,0.64,7.03,Seed Sowing,
Batch_001,2025-04-13 08:30:00,1,61.12,29.19,24.85,624.68,18623.9,616.56,0.24,0.32,5.6,Seed Sowing,
Batch_001,2025-04-13 08:35:00,1,62.32,26.54,26.1,626.29,18810.46,619.2,0.82,0.38,6.59,Seed Sowing,
Batch_001,2025-04-13 08:40:00,1,57.72,27.4,25.78,630.8,21436.83,733.35,0.7,0.54,7.25,Seed Sowing,
Batch_001,2025-04-13 08:45:00,1,62.71,28.68,24.5,633.17,20534.29,648.86,0.78,0.73,6.62,Seed Sowing,
Batch_001,2025-04-13 08:50:00,1,57.88,29.95,27.05,622.75,21078.68,708.41,0.34,0.44,5.73,Seed Sowing,
Batch_001,2025-04-13 08:55:00,1,58.98,27.05,27.44,619.39,19582.54,677.48,0.21,0.74,7.65,Seed Sowing,
Batch_001,2025-04-13 09:00:00,1,57.72,28.62,24.94,626.59,17990.73,733.35,0.61,0.62,7.19,Seed Sowing,
Batch_001,2025-04-13 09:05:00,1,58.99,27.55,25.98,634.64,19427.98,615.46,0.31,0.19,6.69,Seed Sowing,
Batch_001,2025-04-13 09:10:00,1,57.14,27.38,24.31,618.01,21631.66,731.87,0.42,0.91,6.98,Seed Sowing,
Batch_001,2025-04-13 09:15:00,1,59.97,27.5,24.57,635.55,19879.2,639.69,0.46,0.33,6.36,Seed Sowing,
Batch_001,2025-04-13 09:20:00,1,60.52,27.94,23.48,632.4,19396.22,747.37,0.79,0.45,6.01,Seed Sowing,
Batch_001,2025-04-13 09:25:00,1,58.51,26.69,24.34,628.82,20765.05,674.72,0.23,0.29,5.42,Seed Sowing,
Batch_001,2025-04-13 09:30:00,1,61.41,27.54,24.43,637.98,21856.6,638.41,0.39,0.78,6.86,Seed Sowing,
Batch_001,2025-04-13 09:35:00,1,56.81,32.36,26.93,629.57,19341.3,739.6,0.8,0.13,7.45,Seed Sowing,
Batch_001,2025-04-13 09:40:00,1,61.66,30.73,25.28,623.46,21264.9,656.93,0.74,0.84,6.57,Seed Sowing,
Batch_001,2025-04-13 09:45:00,1,59.38,30.23,25.46,625.13,17945.1,618.58,0.27,0.73,6.56,Seed Sowing,
Batch_001,2025-04-13 09:50:00,1,55.34,30.61,28.24,616.44,20806.05,620.08,0.21,0.45,6.3,Seed Sowing,
Batch_001,2025-04-13 09:55:00,1,57.36,29.25,25.4,634.73,19539.61,717.4,0.84,0.66,5.96,Seed Sowing,
Batch_001,2025-04-13 10:00:00,1,57.31,28.06,25.58,624.75,20034.34,717.93,0.26,0.66,6.38,Seed Sowing,
Batch_001,2025-04-13 10:05:00,1,60.46,31.53,25.46,632.1,18233.54,749.8,0.68,0.26,7.25,Seed Sowing,
Batch_001,2025-04-13 10:10:00,1,58.51,31.24,24.43,627.85,20912.46,716.85,0.29,0.54,6.78,Seed Sowing,
Batch_001,2025-04-13 10:15:00,1,61.24,31.37,23.85,643.61,20541.76,715.16,0.7,0.73,5.75,Seed Sowing,
Batch_001,2025-04-13 10:20:00,1,61.89,29.0,27.48,643.96,18735.13,736.77,0.49,0.19,5.76,Seed Sowing,
Batch_001,2025-04-13 10:25:00,1,60.89,28.35,24.85,631.23,21015.38,616.29,0.24,0.47,6.0,Seed Sowing,
Batch_001,2025-04-13 10:30:00,1,61.09,30.67,26.84,630.77,18415.97,676.14,0.56,0.59,7.5,Seed Sowing,
Batch_001,2025-04-13 10:35:00,1,55.9,29.63,26.33,620.99,20903.19,654.88,0.5,0.44,5.96,Seed Sowing,
Batch_001,2025-04-13 10:40:00,1,56.37,27.88,26.2,631.68,18662.16,653.26,0.14,0.23,6.95,Seed Sowing,
Batch_001,2025-04-13 10:45:00,1,61.93,29.79,27.08,625.29,20077.58,704.44,0.37,0.52,6.38,Seed Sowing,
Batch_001,2025-04-13 10:50:00,1,59.2,27.42,25.47,627.26,21838.74,715.24,0.77,0.58,6.45,Seed Sowing,
Batch_001,2025-04-13 10:55:00,1,56.08,26.47,28.19,637.3,21891.48,754.15,0.83,0.77,7.23,Seed Sowing,
Batch_001,2025-04-13 11:00:00,1,59.17,27.46,27.38,625.0,18580.8,697.59,0.17,0.63,6.93,Seed Sowing,
Batch_001,2025-04-13 11:05:00,1,59.41,27.01,27.22,629.55,21878.99,652.79,0.58,0.86,7.2,Seed Sowing,
Batch_001,2025-04-13 11:10:00,1,60.95,31.62,23.87,626.1,20670.7,728.89,0.51,0.22,5.61,Seed Sowing,
Batch_001,2025-04-13 11:15:00,1,58.71,29.44,27.57,616.02,19373.38,708.12,0.52,0.28,5.66,Seed Sowing,
Batch_001,2025-04-13 11:20:00,1,56.7,31.25,27.29,629.78,18759.18,636.99,0.41,0.59,7.07,Seed Sowing,
Batch_001,2025-04-13 11:25:00,1,58.07,28.68,23.87,628.6,18838.81,663.13,0.81,0.62,7.1,Seed Sowing,
Batch_001,2025-04-13 11:30:00,1,59.12,25.75,25.41,641.13,19047.77,677.71,0.15,0.61,5.93,Seed Sowing,
Batch_001,2025-04-13 11:35:00,1,58.38,27.87,24.98,640.89,18676.6,648.82,0.45,0.24,6.54,Seed Sowing,
Batch_001,2025-04-13 11:40:00,1,59.1,29.1,26.02,629.83,20172.25,669.89,0.47,0.32,6.88,Seed Sowing,
Batch_001,2025-04-13 11:45:00,1,58.66,31.49,27.13,634.19,18307.76,689.49,0.19,0.69,7.01,Seed Sowing,
Batch_001,2025-04-13 11:50:00,1,52.94,30.54,26.81,638.35,20595.96,634.39,0.61,0.12,6.1,Seed Sowing,
Batch_001,2025-04-13 11:55:00,1,58.68,30.9,25.46,628.74,20133.56,626.36,0.16,0.61,6.24,Seed Sowing,
Batch_001,2025-04-13 12:00:00,1,46.36,35.22,33.7,631.09,13819.23,447.67,0.19,0.18,6.97,Seed Sowing,
Batch_001,2025-04-13 12:05:00,1,53.11,36.52,31.98,648.34,13825.16,422.32,0.16,0.34,7.14,Seed Sowing,
Batch_001,2025-04-13 12:10:00,1,52.66,36.67,33.32,620.46,13586.96,357.99,0.61,0.13,6.72,Seed Sowing,
Batch_001,2025-04-13 12:15:00,1,50.95,36.33,32.23,621.35,13505.92,363.16,0.3,0.61,6.54,Seed Sowing,
Batch_001,2025-04-13 12:20:00,1,43.84,34.47,33.26,627.38,12736.01,368.84,0.51,0.24,5.96,Seed Sowing,
Batch_001,2025-04-13 12:25:00,1,48.69,35.11,33.36,638.25,12387.08,395.66,0.63,0.72,6.9,Seed Sowing,
Batch_001,2025-04-13 12:30:00,1,43.86,35.83,32.07,621.74,13509.42,414.5,0.41,0.6,6.7,Seed Sowing,
Batch_001,2025-04-13 12:35:00,1,48.24,34.49,32.68,620.83,13894.81,456.85,0.24,0.45,6.44,Seed Sowing,
Batch_001,2025-04-13 12:40:00,1,42.88,37.19,31.84,611.36,13579.56,374.5,0.78,0.2,5.77,Seed Sowing,
Batch_001,2025-04-13 12:45:00,1,46.67,37.23,31.96,626.37,13568.34,367.59,0.57,0.29,5.9,Seed Sowing,
Batch_001,2025-04-13 12:50:00,1,54.6,35.44,32.85,617.77,11977.78,467.11,0.79,0.8,5.81,Seed Sowing,
Batch_001,2025-04-13 12:55:00,1,54.86,34.18,33.15,624.25,12592.0,388.17,0.47,0.21,6.06,Seed Sowing,
Batch_001,2025-04-13 13:00:00,1,46.84,34.82,33.93,633.49,6962.63,279.31,0.55,0.24,6.4,Seed Sowing,
Batch_001,2025-04-13 13:05:00,1,57.12,36.52,32.63,642.06,8031.59,211.91,0.22,0.84,7.48,Seed Sowing,
Batch_001,2025-04-13 13:10:00,1,43.64,35.13,33.07,631.21,6125.62,217.06,0.51,0.21,7.37,Seed Sowing,
Batch_001,2025-04-13 13:15:00,1,48.73,35.57,32.4,638.37,6426.34,303.82,0.81,0.61,7.06,Seed Sowing,
Batch_001,2025-04-13 13:20:00,1,55.2,36.74,33.85,623.98,8716.88,254.86,0.49,0.41,5.59,Seed Sowing,
Batch_001,2025-04-13 13:25:00,1,51.74,35.97,31.64,641.54,7929.68,256.19,0.64,0.52,6.82,Seed Sowing,
Batch_001,2025-04-13 13:30:00,1,48.98,34.26,33.21,634.25,8148.19,264.11,0.53,0.15,7.32,Seed Sowing,
Batch_001,2025-04-13 13:35:00,1,47.28,33.83,32.43,622.73,7946.32,202.0,0.85,0.23,6.58,Seed Sowing,
Batch_001,2025-04-13 13:40:00,1,52.05,34.16,33.11,638.33,8513.74,308.66,0.4,0.56,6.38,Seed Sowing,
Batch_001,2025-04-13 13:45:00,1,50.45,35.14,32.74,610.53,7405.12,238.73,0.39,0.63,6.08,Seed Sowing,
Batch_001,2025-04-13 13:50:00,1,51.25,36.3,32.9,630.07,6738.03,215.84,0.24,0.54,7.13,Seed Sowing,
Batch_001,2025-04-13 13:55:00,1,43.31,34.98,33.49,619.77,7122.61,229.97,0.23,0.43,5.78,Seed Sowing,
Batch_001,2025-04-13 14:00:00,1,49.2,36.75,32.88,631.47,8810.42,256.8,0.44,0.63,6.61,Seed Sowing,
Batch_001,2025-04-13 14:05:00,1,43.26,37.49,31.93,635.24,8183.48,258.3,0.76,0.57,6.64,Seed Sowing,
Batch_001,2025-04-13 14:10:00,1,51.08,38.41,32.5,637.95,6770.31,244.8,0.2,0.32,6.04,Seed Sowing,
Batch_001,2025-04-13 14:15:00,1,49.25,38.34,32.2,621.09,8635.42,283.38,0.4,0.6,7.18,Seed Sowing,
Batch_001,2025-04-13 14:20:00,1,44.67,37.5,33.26,625.57,8376.63,182.62,0.26,0.11,5.61,Seed Sowing,
Batch_001,2025-04-13 14:25:00,1,52.45,37.27,33.0,615.88,9015.04,190.73,0.17,2.4,5.46,Seed Sowing,
Batch_001,2025-04-13 14:30:00,1,52.86,37.85,33.5,626.43,8668.69,190.11,0.61,0.46,7.02,Seed Sowing,
Batch_001,2025-04-13 14:35:00,1,51.91,36.88,31.88,625.92,7847.2,236.42,0.13,0.22,5.86,Seed Sowing,
Batch_001,2025-04-13 14:40:00,1,48.43,38.32,31.62,627.45,7144.23,184.94,0.29,0.24,5.48,Seed Sowing,
Batch_001,2025-04-13 14:45:00,1,54.31,37.3,32.62,633.07,8572.54,239.94,0.54,0.12,5.48,Seed Sowing,
Batch_001,2025-04-13 14:50:00,1,52.98,37.5,33.78,627.27,8495.88,283.64,0.64,0.83,6.31,Seed Sowing,
Batch_001,2025-04-13 14:55:00,1,55.13,38.12,34.51,636.02,7666.1,272.61,0.18,0.81,7.28,Seed Sowing,
Batch_001,2025-04-13 15:00:00,1,48.54,37.65,34.23,619.81,7934.5,182.7,0.7,0.58,6.34,Seed Sowing,
Batch_001,2025-04-13 15:05:00,1,41.45,37.31,33.88,636.49,6253.36,265.48,0.29,0.64,6.22,Seed Sowing,
Batch_001,2025-04-13 15:10:00,1,48.05,36.85,32.19,637.48,8587.73,269.35,0.1,0.81,6.92,Seed Sowing,
Batch_001,2025-04-13 15:15:00,1,52.74,38.06,31.89,621.97,7489.04,199.67,0.32,0.17,6.65,Seed Sowing,
Batch_001,2025-04-13 15:20:00,1,51.16,37.63,32.05,623.49,8448.47,194.05,0.53,0.43,7.08,Seed Sowing,
Batch_001,2025-04-13 15:25:00,1,54.23,37.53,32.67,624.32,8794.87,232.18,0.64,0.24,7.49,Seed Sowing,
Batch_001,2025-04-13 15:30:00,1,50.56,38.34,32.71,625.6,8697.47,223.09,0.33,0.42,6.29,Seed Sowing,
Batch_001,2025-04-13 15:35:00,1,56.29,37.42,33.76,620.47,8336.54,197.73,0.23,0.9,6.24,Seed Sowing,
Batch_001,2025-04-13 15:40:00,1,52.73,37.32,32.81,631.3,7084.47,274.68,0.78,0.47,5.64,Seed Sowing,
Batch_001,2025-04-13 15:45:00,1,43.65,37.45,32.48,618.65,8391.29,291.61,0.41,0.42,5.62,Seed Sowing,
Batch_001,2025-04-13 15:50:00,1,50.38,37.56,32.53,626.69,6029.8,195.76,0.1,0.48,6.59,Seed Sowing,
Batch_001,2025-04-13 15:55:00,1,47.44,37.1,32.83,629.31,7957.59,270.2,0.68,0.52,6.44,Seed Sowing,
Batch_001,2025-04-13 16:00:00,1,63.21,31.31,29.41,614.06,8313.56,213.37,0.31,0.41,6.33,Seed Sowing,
Batch_001,2025-04-13 16:05:00,1,67.62,31.81,28.91,632.91,8012.83,280.46,0.5,0.5,6.24,Seed Sowing,
Batch_001,2025-04-13 16:10:00,1,61.97,30.49,26.34,627.96,6670.86,290.74,0.56,0.44,5.83,Seed Sowing,
Batch_001,2025-04-13 16:15:00,1,69.89,32.56,27.91,639.31,6836.57,284.83,0.15,0.37,7.26,Seed Sowing,
Batch_001,2025-04-13 16:20:00,1,64.32,33.04,29.46,638.49,7798.99,217.29,0.74,0.62,6.5,Seed Sowing,
Batch_001,2025-04-13 16:25:00,1,59.72,32.16,26.33,627.83,8220.95,207.48,0.38,0.66,7.16,Seed Sowing,
Batch_001,2025-04-13 16:30:00,1,68.24,30.59,27.34,633.84,7263.56,262.6,0.38,0.68,6.69,Seed Sowing,
Batch_001,2025-04-13 16:35:00,1,69.49,30.34,29.46,634.06,6742.9,213.92,0.2,0.42,6.91,Seed Sowing,
Batch_001,2025-04-13 16:40:00,1,65.41,31.33,28.53,632.04,8099.57,219.94,0.69,0.36,7.27,Seed Sowing,
Batch_001,2025-04-13 16:45:00,1,65.79,31.52,26.61,634.21,8609.07,176.38,0.6,0.34,6.44,Seed Sowing,
Batch_001,2025-04-13 16:50:00,1,65.32,33.42,29.07,622.39,8724.32,208.94,0.52,0.62,7.56,Seed Sowing,
Batch_001,2025-04-13 16:55:00,1,67.47,30.98,29.87,639.47,8408.81,189.08,0.67,0.32,6.22,Seed Sowing,
Batch_001,2025-04-13 17:00:00,1,57.87,32.69,28.38,628.59,8600.58,185.8,0.38,0.39,5.39,Seed Sowing,
Batch_001,2025-04-13 17:05:00,1,64.04,31.5,26.06,632.61,7123.44,254.02,0.3,0.87,6.08,Seed Sowing,
Batch_001,2025-04-13 17:10:00,1,65.25,33.18,29.44,645.42,6024.74,283.62,0.56,0.39,6.91,Seed Sowing,
Batch_001,2025-04-13 17:15:00,1,61.7,31.44,26.66,618.46,7375.34,241.65,0.95,0.42,7.36,Seed Sowing,
